train/n_updates,rollout/ep_rew_mean,time/fps,time/time_elapsed,time/total_timesteps,train/critic_loss,train/actor_loss,train/ent_coef,rollout/ep_len_mean,time/episodes
2009966,2123.70118925,96,54,5284,0.20865918695926666,-303.657470703125,0.00623429287225008,1321.0,4
2020534,2149.3488122500003,98,106,10568,0.3569468557834625,-287.4515686035156,0.00846491102129221,1321.0,8
2031102,2152.3075565000004,99,159,15852,0.42159175872802734,-290.34808349609375,0.009167675860226154,1321.0,12
2041670,2160.278700375,99,212,21136,0.6800917983055115,-292.7312316894531,0.009416131302714348,1321.0,16
2052238,2158.2666271999997,99,264,26420,0.6687617897987366,-292.191650390625,0.009380348026752472,1321.0,20
2062806,2164.320641125,99,317,31704,0.48082616925239563,-284.36138916015625,0.007113663945347071,1321.0,24
2073374,2176.4700968214283,100,369,36988,0.4670604467391968,-275.8181457519531,0.006279597524553537,1321.0,28
2083942,2191.52362684375,100,422,42272,0.3924392759799957,-267.547607421875,0.005225086584687233,1321.0,32
2094510,2207.832359027778,100,474,47556,0.3341437578201294,-258.52960205078125,0.00479852082207799,1321.0,36
2105078,2221.513790425,100,526,52840,0.3113153278827667,-250.72048950195312,0.004424035549163818,1321.0,40
2115646,2232.407817318182,100,578,58124,0.30328115820884705,-247.51527404785156,0.004097507335245609,1321.0,44
2126214,2241.8102049583335,100,630,63408,0.2674542963504791,-241.86782836914062,0.0035853490699082613,1321.0,48
2136782,2254.5215835,100,682,68692,0.19422368705272675,-236.7518310546875,0.003208225592970848,1321.0,52
2147350,2266.658968625,100,734,73976,0.20013926923274994,-230.6143798828125,0.003006852464750409,1321.0,56
2157918,2278.0431264999997,100,786,79260,0.17919696867465973,-230.96575927734375,0.0028608348220586777,1321.0,60
2168486,2290.374149375,100,837,84544,0.1505649983882904,-224.8983917236328,0.002600844483822584,1321.0,64
2179054,2301.534109852941,100,889,89828,0.12909898161888123,-222.15847778320312,0.002383135724812746,1321.0,68
2189622,2314.0840955416666,101,940,95112,0.1291409134864807,-220.00735473632812,0.0022597445640712976,1321.0,72
2200190,2326.1724451842106,101,993,100396,0.1125369444489479,-218.4189453125,0.002127148909494281,1321.0,76
2210758,2339.6212237374993,101,1045,105680,0.08335137367248535,-217.9164581298828,0.001960802124813199,1321.0,80
2221326,2351.982807190476,101,1097,110964,0.09930715709924698,-216.0009002685547,0.001973868813365698,1321.0,84
2231894,2364.078476988636,101,1150,116248,0.08138249814510345,-215.24502563476562,0.0019727207254618406,1321.0,88
2242462,2374.9348913913045,101,1202,121532,0.11209353804588318,-215.9822540283203,0.0019456922309473157,1321.0,92
2253030,2387.0835700104167,101,1254,126816,0.06957896798849106,-214.24423217773438,0.0019409431843087077,1321.0,96
2263598,2398.8269366299996,101,1306,132100,0.10854979604482651,-213.56109619140625,0.0018939853180199862,1321.0,100
2274166,2421.1823258199997,101,1359,137384,0.08321832865476608,-214.63436889648438,0.0018643684452399611,1321.0,104
2284734,2442.1944343699997,101,1412,142668,0.08457102626562119,-214.51925659179688,0.0018669901182875037,1321.0,108
2295302,2464.3606936799997,101,1464,147952,0.08190377056598663,-214.31890869140625,0.001808188739232719,1321.0,112
2305870,2486.5521780299996,101,1516,153236,0.07547511905431747,-215.10687255859375,0.0018363886047154665,1321.0,116
2316438,2509.8804035999997,101,1568,158520,0.08238232880830765,-215.1959991455078,0.0018175817094743252,1321.0,120
2327006,2533.26865659,101,1621,163804,0.0693390965461731,-215.87228393554688,0.0017989418702200055,1321.0,124
2337574,2555.65226059,101,1673,169088,0.060989707708358765,-216.87953186035156,0.001833206508308649,1321.0,128
2348142,2576.8265380299995,101,1725,174372,0.07544782757759094,-218.10972595214844,0.0018917558481916785,1321.0,132
2358710,2595.69163996,101,1777,179656,0.07255867123603821,-218.55142211914062,0.0018278035568073392,1321.0,136
2369278,2614.67286452,101,1830,184940,0.056768808513879776,-218.95889282226562,0.0018680818611755967,1321.0,140
2379846,2635.03897026,101,1883,190224,0.05830127373337746,-220.08612060546875,0.001751741161569953,1321.0,144
2390414,2655.2416443199995,101,1935,195508,0.05818627402186394,-219.33950805664062,0.0017997233662754297,1321.0,148
2400982,2673.37282627,100,1988,200792,0.05799323320388794,-221.03359985351562,0.0018035841640084982,1321.0,152
2411550,2691.3593839600003,100,2041,206076,0.06773491948843002,-221.43984985351562,0.0018377804663032293,1321.0,156
2422118,2709.4486305099995,100,2092,211360,0.07102347165346146,-221.68276977539062,0.0018034010427072644,1321.0,160
2432686,2725.8686041700003,100,2145,216644,0.05398730933666229,-221.32839965820312,0.0018044342286884785,1321.0,164
2443254,2742.58510197,100,2198,221928,0.0599181205034256,-222.44485473632812,0.0017712815897539258,1321.0,168
2453822,2757.8660057699994,100,2251,227212,0.06302255392074585,-222.45164489746094,0.0017331597628071904,1321.0,172
2464390,2772.058555349999,100,2302,232496,0.062274862080812454,-222.58242797851562,0.001712857629172504,1321.0,176
2474958,2784.96635017,100,2354,237780,0.06096385791897774,-222.62942504882812,0.0017513352213427424,1321.0,180
2485526,2798.6045062000003,101,2406,243064,0.0595528669655323,-222.79583740234375,0.0017813381273299456,1321.0,184
2496094,2811.43527773,101,2458,248348,0.05552421137690544,-224.75137329101562,0.0017123987199738622,1321.0,188
2506662,2823.77976618,100,2511,253632,0.06849242001771927,-222.07672119140625,0.0017462376272305846,1321.0,192
2517230,2835.78246592,100,2563,258916,0.06324651092290878,-224.0952606201172,0.0017556153470650315,1321.0,196
2527798,2847.7649448499997,101,2615,264200,0.05333659425377846,-225.5019989013672,0.0016849968815222383,1321.0,200
2538366,2860.31086751,101,2667,269484,0.05786919593811035,-226.00799560546875,0.0017013127217069268,1321.0,204
2548934,2871.6506407800002,100,2720,274768,0.06061786413192749,-225.51185607910156,0.0016790272202342749,1321.0,208
2559502,2883.1128461099993,101,2772,280052,0.061859503388404846,-225.83335876464844,0.0017010571900755167,1321.0,212
2570070,2894.2161303499997,101,2823,285336,0.054822735488414764,-226.69345092773438,0.0017002722015604377,1321.0,216
2580638,2906.323434799999,101,2875,290620,0.05918760970234871,-225.29620361328125,0.001741128508001566,1321.0,220
2591206,2916.6865764199993,101,2928,295904,0.06286921352148056,-227.1140899658203,0.0017288362141698599,1321.0,224
2601774,2925.6705498200004,101,2980,301188,0.06338630616664886,-227.88101196289062,0.0016893984284251928,1321.0,228
2612342,2934.2281484699993,101,3033,306472,0.05400414019823074,-228.63394165039062,0.0017253289697691798,1321.0,232
2622910,2943.88851403,101,3086,311756,0.07735785096883774,-227.86190795898438,0.0017210511723533273,1321.0,236
2633478,2953.813671769999,100,3139,317040,0.05079897865653038,-227.89273071289062,0.0017351526767015457,1321.0,240
2644046,2961.845427189999,100,3192,322324,0.04206445440649986,-229.55303955078125,0.0016950524877756834,1321.0,244
2654614,2970.0925532499996,100,3244,327608,0.050898678600788116,-229.42764282226562,0.0016985712572932243,1321.0,248
2665182,2979.28703446,100,3297,332892,0.05156842991709709,-228.98004150390625,0.0017095758812502027,1321.0,252
2675750,2988.0754812299997,100,3349,338176,0.05017584189772606,-231.14334106445312,0.0017227180069312453,1321.0,256
2686318,2996.354928319999,100,3402,343460,0.055610232055187225,-232.0604248046875,0.0017220149748027325,1321.0,260
2696886,3005.49354781,100,3455,348744,0.05624348670244217,-230.8267822265625,0.0017176260007545352,1321.0,264
2707454,3014.0028483300002,100,3508,354028,0.05066444352269173,-230.3477325439453,0.0017427339917048812,1321.0,268
2718022,3021.6389726199995,100,3562,359312,0.05176551640033722,-230.56016540527344,0.001741574378684163,1321.0,272
2728590,3030.1077183,100,3614,364596,0.05560915544629097,-231.5384521484375,0.0017226169584318995,1321.0,276
2739158,3038.459800469999,100,3667,369880,0.058613941073417664,-232.01502990722656,0.0016988887218758464,1321.0,280
2749726,3046.8609684800003,100,3720,375164,0.05262427404522896,-231.84957885742188,0.0016953491140156984,1321.0,284
2760294,3055.09812754,100,3772,380448,0.05931877717375755,-232.93051147460938,0.0017142090946435928,1321.0,288
2770862,3063.99876025,100,3825,385732,0.03861233964562416,-231.59600830078125,0.0016793811228126287,1321.0,292
2781430,3070.54026432,100,3878,391016,0.06063811108469963,-233.45542907714844,0.0016899069305509329,1321.0,296
2791998,3076.3933331000003,100,3931,396300,0.04445367678999901,-233.76602172851562,0.0017074625939130783,1321.0,300
2802566,3083.23186646,100,3984,401584,0.060196030884981155,-235.02603149414062,0.0017053397605195642,1321.0,304
2813134,3089.50376245,100,4036,406868,0.04411914572119713,-234.72647094726562,0.0016762226587161422,1321.0,308
2823702,3095.56100531,100,4088,412152,0.05451123043894768,-235.48655700683594,0.001676324987784028,1321.0,312
2834270,3099.6756599600003,100,4140,417436,0.0509149506688118,-235.4969482421875,0.0017358105396851897,1321.0,316
2844838,3103.46979546,100,4192,422720,0.06895127147436142,-236.713623046875,0.0016563725657761097,1321.0,320
2855406,3106.8663933300004,100,4244,428004,0.047829724848270416,-235.10604858398438,0.0016725993482396007,1321.0,324
2865974,3111.7235688200003,100,4295,433288,0.07456538081169128,-237.24041748046875,0.0016723984153941274,1321.0,328
2876542,3117.05910523,100,4347,438572,0.053322456777095795,-237.36724853515625,0.0016658775275573134,1321.0,332
2887110,3121.7593662399995,100,4400,443856,0.046785928308963776,-237.07559204101562,0.001666804077103734,1321.0,336
2897678,3125.98834312,100,4453,449140,0.043902598321437836,-236.90354919433594,0.0016541972290724516,1321.0,340
2908246,3130.4948554700004,100,4506,454424,0.07073014974594116,-237.80551147460938,0.0016862202901393175,1321.0,344
2918814,3134.2144426500004,100,4558,459708,0.04559970274567604,-235.84072875976562,0.0017009484581649303,1321.0,348
2929382,3137.8024020600005,100,4611,464992,0.05032012239098549,-236.109619140625,0.001711172633804381,1321.0,352
2939950,3142.1969943800004,100,4664,470276,0.04551416635513306,-237.77206420898438,0.0016478163888677955,1321.0,356
2950518,3146.5264633200004,100,4717,475560,0.04146847873926163,-236.98129272460938,0.0016776052070781589,1321.0,360
2961086,3149.0544126200007,100,4770,480844,0.048659950494766235,-238.0655517578125,0.0016698181862011552,1321.0,364
2971654,3152.7619654699997,100,4822,486128,0.07207433879375458,-237.15072631835938,0.0016714856028556824,1321.0,368
2982222,3157.22286271,100,4875,491412,0.039613910019397736,-237.33734130859375,0.001657958491705358,1321.0,372
2992790,3161.8418151799992,100,4927,496696,0.045444369316101074,-238.41395568847656,0.0016654280479997396,1321.0,376
3003358,3166.020513209999,100,4980,501980,0.04380827397108078,-237.32107543945312,0.0016577348578721285,1321.0,380
3013926,3169.3182441599997,100,5032,507264,0.052849095314741135,-238.81097412109375,0.001671892125159502,1321.0,384
3024494,3172.10617628,100,5085,512548,0.05026315525174141,-237.87594604492188,0.001669459161348641,1321.0,388
3035062,3176.30558488,100,5138,517832,0.062676340341568,-239.17352294921875,0.0016465354710817337,1321.0,392
3045630,3181.70141519,100,5191,523116,0.05273623764514923,-239.4665985107422,0.0016772636445239186,1321.0,396
3056198,3186.8258771300007,100,5244,528400,0.048738814890384674,-238.359619140625,0.001678258879110217,1321.0,400
3066766,3189.8831293699996,100,5297,533684,0.05527437478303909,-240.33511352539062,0.0016844739438965917,1321.0,404
3077334,3194.3452681500003,100,5350,538968,0.04690775275230408,-239.19619750976562,0.001690561301074922,1321.0,408
3087902,3198.7917686799997,100,5403,544252,0.052497394382953644,-239.64208984375,0.0017062758561223745,1321.0,412
3098470,3204.36454858,100,5454,549536,0.05488596111536026,-240.29412841796875,0.0016580581432208419,1321.0,416
3109038,3209.63572231,100,5507,554820,0.044042445719242096,-240.03494262695312,0.0016673557693138719,1321.0,420
3119606,3215.1889089100005,100,5560,560104,0.07559705525636673,-239.5908203125,0.0016625882126390934,1321.0,424
3130174,3219.931157989999,100,5612,565388,0.05552106350660324,-240.91336059570312,0.0017076123040169477,1321.0,428
3140742,3223.817293019999,100,5663,570672,0.04522831737995148,-239.8388671875,0.0016951769357547164,1321.0,432
3151310,3227.163759519999,100,5716,575956,0.08269656449556351,-239.21380615234375,0.0017036271747201681,1321.0,436
3161878,3231.0264175899997,100,5769,581240,0.04704480990767479,-240.22158813476562,0.0017080733086913824,1321.0,440
3172446,3235.68121563,100,5822,586524,0.07799224555492401,-242.56170654296875,0.0016975048929452896,1321.0,444
3183014,3240.92896051,100,5875,591808,0.03925250098109245,-241.3203125,0.0017157366964966059,1321.0,448
3193582,3245.23600722,100,5928,597092,0.04063035175204277,-241.67173767089844,0.0017147052567452192,1321.0,452
3204150,3247.7679461099997,100,5981,602376,0.0801759585738182,-241.77639770507812,0.001712891855277121,1321.0,456
3214718,3250.7139939700005,100,6034,607660,0.05086802691221237,-241.598876953125,0.001709574949927628,1321.0,460
3225286,3254.9623966999998,100,6087,612944,0.043920207768678665,-241.82205200195312,0.0017120990669354796,1321.0,464
3235854,3258.3479319300004,100,6140,618228,0.049378614872694016,-242.68463134765625,0.0016936507308855653,1321.0,468
3246422,3261.9439895999994,100,6193,623512,0.06121538206934929,-243.75119018554688,0.0016990216681733727,1321.0,472
3256990,3265.2612382099996,100,6246,628796,0.04725797101855278,-243.53407287597656,0.0017036237986758351,1321.0,476
3267558,3268.1373106799992,100,6299,634080,0.05004207417368889,-243.76219177246094,0.0017122304998338223,1321.0,480
3278126,3270.98664277,100,6353,639364,0.050970274955034256,-242.76449584960938,0.0017015496268868446,1321.0,484
3288694,3274.90795171,100,6405,644648,0.07062256336212158,-243.34417724609375,0.0017134686931967735,1321.0,488
3299262,3277.805032069999,100,6458,649932,0.036720335483551025,-243.2103271484375,0.0017027687281370163,1321.0,492
3309830,3279.9542277299997,100,6511,655216,0.045404620468616486,-243.3887939453125,0.0016979858046397567,1321.0,496
3320398,3282.4291973799996,100,6564,660500,0.05100970342755318,-244.00949096679688,0.0016930976416915655,1321.0,500
3330966,3285.5289401299997,100,6618,665784,0.044807180762290955,-244.10340881347656,0.0017200110014528036,1321.0,504
3341534,3288.50552856,100,6670,671068,0.04479850456118584,-244.48028564453125,0.0017306962981820107,1321.0,508
3352102,3289.4102593000007,100,6723,676352,0.04886287823319435,-245.24842834472656,0.0017026468412950635,1321.0,512
3362670,3292.8089527599996,100,6776,681636,0.04784032329916954,-243.4051513671875,0.0017130887135863304,1321.0,516
3373238,3295.8173958400002,100,6828,686920,0.038033463060855865,-244.98690795898438,0.0017151918727904558,1321.0,520
3383806,3299.00786578,100,6880,692204,0.04536263272166252,-244.467041015625,0.001711263321340084,1321.0,524
3394374,3302.08635949,100,6932,697488,0.04504535347223282,-245.5894317626953,0.001732708653435111,1321.0,528
3404942,3305.875534539999,100,6985,702772,0.06461573392152786,-246.7084503173828,0.0017458073562011123,1321.0,532
3415510,3310.2112413599993,100,7037,708056,0.04584057629108429,-245.3811492919922,0.0017272172262892127,1321.0,536
3426078,3313.4160512699996,100,7090,713340,0.04864473640918732,-245.74569702148438,0.0017216199776157737,1321.0,540
3436646,3315.1779983399992,100,7142,718624,0.06691046804189682,-245.66061401367188,0.0017221462912857533,1321.0,544
3447214,3318.5151117800006,100,7194,723908,0.040604811161756516,-245.48782348632812,0.001719717402011156,1321.0,548
3457782,3321.4489111299995,100,7248,729192,0.041253067553043365,-246.22462463378906,0.0017316554440185428,1321.0,552
3468350,3325.2346071800002,100,7300,734476,0.03446222096681595,-245.87928771972656,0.0017427023267373443,1321.0,556
3478918,3328.6059645299997,100,7353,739760,0.03749030455946922,-245.07492065429688,0.001724039320833981,1321.0,560
3489486,3331.9420145500003,100,7407,745044,0.03945514187216759,-248.08554077148438,0.001726297428831458,1321.0,564
3500054,3335.2470892599995,100,7460,750328,0.04668537527322769,-247.2313232421875,0.0017136206151917577,1321.0,568
3510622,3338.5548748899996,100,7513,755612,0.05259527638554573,-246.4965362548828,0.00170280528254807,1321.0,572
3521190,3341.1432709499995,100,7565,760896,0.05777283012866974,-247.16075134277344,0.001736845588311553,1321.0,576
3531758,3344.222646099999,100,7619,766180,0.08001727610826492,-246.86907958984375,0.0017445831326767802,1321.0,580
3542326,3347.6314471299997,100,7672,771464,0.03566752001643181,-247.65879821777344,0.0017206623451784253,1321.0,584
3552894,3350.36256718,100,7725,776748,0.044968608766794205,-246.68618774414062,0.0017188811907544732,1321.0,588
3563462,3353.8068938500005,100,7779,782032,0.03533389791846275,-246.10964965820312,0.0017247588839381933,1321.0,592
3574030,3357.14553188,100,7832,787316,0.042046915739774704,-246.83404541015625,0.0017358511686325073,1321.0,596
3584598,3360.62247193,100,7884,792600,0.04718627780675888,-248.6767120361328,0.0017326060915365815,1321.0,600
3595166,3363.8403238299998,100,7937,797884,0.047320764511823654,-248.4374542236328,0.0017190664075314999,1321.0,604
3605734,3366.8564587299998,100,7989,803168,0.04601716995239258,-247.4554443359375,0.0017433250322937965,1321.0,608
3616302,3371.6567728299997,100,8040,808452,0.05183447152376175,-248.4302520751953,0.0017370160203427076,1321.0,612
3626870,3373.9944473899996,100,8092,813736,0.03638190031051636,-248.40310668945312,0.0017303727800026536,1321.0,616
3637438,3376.6602757900005,100,8145,819020,0.06204698607325554,-248.14974975585938,0.0017438528593629599,1321.0,620
3648006,3379.5549595200005,100,8198,824304,0.04671396687626839,-248.16836547851562,0.0017315067816525698,1321.0,624
3658574,3381.3408112900006,100,8251,829588,0.047637004405260086,-248.75421142578125,0.0017346465028822422,1321.0,628
3669142,3383.2208466099996,100,8304,834872,0.04262659326195717,-248.57598876953125,0.0017490877071395516,1321.0,632
3679710,3385.531109220001,100,8357,840156,0.0399891696870327,-249.49978637695312,0.0017242119647562504,1321.0,636
3690278,3388.11198969,100,8410,845440,0.039735421538352966,-249.50576782226562,0.0017368430271744728,1321.0,640
3700846,3391.48442413,100,8464,850724,0.060438305139541626,-248.04518127441406,0.0017286987276747823,1321.0,644
3711414,3393.68198173,100,8517,856008,0.033869750797748566,-248.91229248046875,0.001737335929647088,1321.0,648
3721982,3395.9657953199994,100,8570,861292,0.03531346842646599,-250.09088134765625,0.0017393194139003754,1321.0,652
3732550,3397.6716837500003,100,8623,866576,0.039411719888448715,-250.3953857421875,0.001764026004821062,1321.0,656
3743118,3400.37453511,100,8676,871860,0.03898273780941963,-250.25772094726562,0.0017454576445743442,1321.0,660
3753686,3402.64201845,100,8729,877144,0.03663170337677002,-250.15989685058594,0.0017531400080770254,1321.0,664
3764254,3404.6604990799997,100,8782,882428,0.0428561195731163,-249.63412475585938,0.0017374883173033595,1321.0,668
3774822,3406.81206242,100,8835,887712,0.03931117057800293,-249.51412963867188,0.0017557124374434352,1321.0,672
3785390,3409.4784604799997,100,8888,892996,0.03669312596321106,-250.3682403564453,0.0017582426080480218,1321.0,676
3795958,3411.5913463499996,100,8941,898280,0.05864853039383888,-250.7039794921875,0.00171782320830971,1321.0,680
3806526,3413.22969865,100,8994,903564,0.03137771040201187,-250.47164916992188,0.0017503800336271524,1321.0,684
3817094,3414.75077557,100,9047,908848,0.04133560135960579,-251.27377319335938,0.0017368911067023873,1321.0,688
3827662,3415.36364245,100,9100,914132,0.0370035395026207,-250.8227081298828,0.0017331705894321203,1321.0,692
3838230,3416.4301083299997,100,9153,919416,0.05017121881246567,-251.12527465820312,0.0017357815522700548,1321.0,696
3848798,3417.4325817099993,100,9207,924700,0.035972315818071365,-251.78265380859375,0.0017532211495563388,1321.0,700
3859366,3418.9305757300003,100,9260,929984,0.06051796302199364,-250.5673828125,0.001740689272992313,1321.0,704
3869934,3420.00362475,100,9313,935268,0.039446521550416946,-251.66024780273438,0.0017429584404453635,1321.0,708
3880502,3421.2886336800007,100,9366,940552,0.03957535699009895,-250.2080535888672,0.0017416839255020022,1321.0,712
3891070,3422.7591914499994,100,9420,945836,0.041661471128463745,-250.95831298828125,0.0017329135444015265,1321.0,716
3901638,3424.5354779100003,100,9473,951120,0.03995957970619202,-250.5304718017578,0.0017376058967784047,1321.0,720
3912206,3425.7862390099995,100,9525,956404,0.03522268682718277,-251.1500701904297,0.0017249718075618148,1321.0,724
3922774,3428.19867777,100,9579,961688,0.03433965519070625,-251.8417510986328,0.0017340302001684904,1321.0,728
3933342,3429.56148399,100,9632,966972,0.039984267204999924,-251.85694885253906,0.0017625403124839067,1321.0,732
3943910,3430.7679625399996,100,9685,972256,0.035139333456754684,-250.9234161376953,0.0017514353385195136,1321.0,736
3954478,3432.12581416,100,9738,977540,0.03762902691960335,-252.46212768554688,0.0017217020504176617,1321.0,740
3965046,3433.5186640999996,100,9791,982824,0.04556262493133545,-251.9688720703125,0.0017301508923992515,1321.0,744
3975614,3435.292503779999,100,9844,988108,0.038567498326301575,-251.96139526367188,0.0017497307853773236,1321.0,748
3986182,3436.9384885799996,100,9897,993392,0.038775403052568436,-251.01756286621094,0.0017453302862122655,1321.0,752
3996750,3438.964834,100,9949,998676,0.04073126241564751,-251.51495361328125,0.0017453960608690977,1321.0,756
