train/n_updates,train/ent_coef,train/actor_loss,time/fps,time/time_elapsed,train/critic_loss,rollout/ep_len_mean,time/episodes,time/total_timesteps,rollout/ep_rew_mean
273398,0.0019238983513787389,-335.6193542480469,100,1357,0.05900182947516441,150.0,912,136800,470.87926433999996
274598,0.0018700363580137491,-335.89154052734375,100,1363,0.0577189065515995,150.0,916,137400,471.79099189
275798,0.0019494598964229226,-335.35235595703125,100,1369,0.06461135298013687,150.0,920,138000,472.69383898
276998,0.0019021353218704462,-335.8919677734375,100,1375,0.06054779142141342,150.0,924,138600,472.77756417999996
278198,0.0018846142338588834,-335.7153015136719,100,1381,0.056802380830049515,150.0,928,139200,472.43687460999996
279398,0.0018537996802479029,-335.32757568359375,100,1387,0.055928464978933334,150.0,932,139800,472.16465353000007
280598,0.0018195250304415822,-335.9493408203125,100,1393,0.05850372463464737,150.0,936,140400,472.96882028000005
281798,0.0018886219477280974,-335.745849609375,100,1399,0.05299315229058266,150.0,940,141000,473.48859021000004
282998,0.0018785159336403012,-335.61724853515625,100,1405,0.06250198185443878,150.0,944,141600,473.49144284
284198,0.0018754488555714488,-335.79443359375,100,1411,0.06015731394290924,150.0,948,142200,473.2771678400001
285398,0.0018289447762072086,-335.36004638671875,100,1417,0.057963378727436066,150.0,952,142800,472.90419541000006
286598,0.0017980423290282488,-335.58514404296875,100,1423,0.05301452428102493,150.0,956,143400,472.9484325799999
287798,0.0017744103679433465,-335.28375244140625,100,1428,0.05273238569498062,150.0,960,144000,472.90266257
288998,0.0018034398090094328,-335.363525390625,100,1434,0.0593656487762928,150.0,964,144600,473.3227543300001
290198,0.001774973003193736,-335.2327880859375,100,1440,0.06185043975710869,150.0,968,145200,473.54302106999995
291398,0.0017819515196606517,-335.0726318359375,100,1446,0.0512065552175045,150.0,972,145800,473.69709594
292598,0.0017749958205968142,-335.5434875488281,100,1452,0.05515724793076515,150.0,976,146400,473.70382017
293798,0.0018028568010777235,-335.4283447265625,100,1458,0.05054748058319092,150.0,980,147000,473.68508646000004
294998,0.0018085783813148737,-335.6876220703125,100,1464,0.05376339703798294,150.0,984,147600,473.49424216
296198,0.0018503908067941666,-335.30792236328125,100,1470,0.07353898882865906,150.0,988,148200,473.70520845
297398,0.0018752815667539835,-335.55767822265625,100,1476,0.06340614706277847,150.0,992,148800,474.22255277000005
298598,0.0019119973294436932,-335.26092529296875,100,1482,0.06931015849113464,150.0,996,149400,474.44201393
299798,0.001898056361824274,-335.6641540527344,100,1488,0.05502868443727493,150.0,1000,150000,474.4525262000001
300998,0.0018648583209142089,-334.9228515625,100,1494,0.05488722398877144,150.0,1004,150600,474.05034907000004
302198,0.0018962235189974308,-335.3021240234375,100,1499,0.06409067660570145,150.0,1008,151200,474.1777351199999
303398,0.0018702780362218618,-335.35809326171875,100,1505,0.0580328032374382,150.0,1012,151800,474.0528648900001
304598,0.0018706365954130888,-335.43609619140625,100,1511,0.06467461585998535,150.0,1016,152400,473.9149825900001
305798,0.0017845144029706717,-334.8189697265625,100,1517,0.057050399482250214,150.0,1020,153000,474.09154275000003
306998,0.0017845697002485394,-335.2734069824219,100,1523,0.05756191164255142,150.0,1024,153600,474.4210298
308198,0.0017547457246109843,-335.1448669433594,100,1529,0.051398567855358124,150.0,1028,154200,475.04510336
309398,0.0017296766163781285,-335.95648193359375,100,1535,0.04636551812291145,150.0,1032,154800,475.62050901
310598,0.0017199864378198981,-335.1784973144531,100,1541,0.04819532111287117,150.0,1036,155400,475.88671006
311798,0.0017368827247992158,-335.2755126953125,100,1547,0.05070844292640686,150.0,1040,156000,476.39596899000003
312998,0.0017352586146444082,-335.2879943847656,100,1553,0.054345112293958664,150.0,1044,156600,476.73611480999983
314198,0.0017190007492899895,-335.978271484375,100,1559,0.0501851812005043,150.0,1048,157200,477.30557325
315398,0.001704865600913763,-336.0762939453125,100,1565,0.049544401466846466,150.0,1052,157800,477.73413839
316598,0.0017153710359707475,-335.59912109375,100,1571,0.04890843853354454,150.0,1056,158400,478.25851098000004
317798,0.0017169421771541238,-335.20489501953125,100,1577,0.043361764401197433,150.0,1060,159000,478.74847305000003
318998,0.0016919838963076472,-335.11700439453125,100,1583,0.04682525619864464,150.0,1064,159600,478.76057088999994
320198,0.0017092651687562466,-335.6318664550781,100,1589,0.050714023411273956,150.0,1068,160200,479.2142053799999
321398,0.0017059253295883536,-335.9109802246094,100,1595,0.052028682082891464,150.0,1072,160800,479.17204238000005
322598,0.0016995709156617522,-335.485107421875,100,1600,0.05000104755163193,150.0,1076,161400,479.26624602000004
323798,0.0016959394561126828,-335.52685546875,100,1606,0.05249889940023422,150.0,1080,162000,479.65856420999995
324998,0.0016896763117983937,-335.7720947265625,100,1612,0.05198219045996666,150.0,1084,162600,480.07655253000013
326198,0.001671354053542018,-335.68170166015625,100,1618,0.055210765451192856,150.0,1088,163200,480.53708277
327398,0.001713455538265407,-335.2564697265625,100,1624,0.04857289791107178,150.0,1092,163800,480.7487500700001
328598,0.0019893262069672346,-335.48162841796875,100,1630,0.0719686821103096,150.0,1096,164400,480.8701390300001
329798,0.001755802775733173,-335.5671691894531,100,1636,0.06072428822517395,150.0,1100,165000,481.05419052999997
330998,0.001720533473417163,-335.39984130859375,100,1642,0.050930775701999664,150.0,1104,165600,481.40012873000006
332198,0.0016717023681849241,-335.8395080566406,100,1648,0.048634666949510574,150.0,1108,166200,481.61497393999997
333398,0.0016673144418746233,-335.245849609375,100,1654,0.054611656814813614,150.0,1112,166800,482.04877141
334598,0.001694026286713779,-335.6812744140625,100,1660,0.04503533989191055,150.0,1116,167400,482.45992828999994
335798,0.001675322069786489,-335.6016540527344,100,1666,0.05040981248021126,150.0,1120,168000,482.5717202799999
336998,0.0017998024122789502,-335.9888916015625,100,1672,0.05603950843214989,150.0,1124,168600,482.57407427
338198,0.001814459916204214,-336.087890625,100,1678,0.053757503628730774,150.0,1128,169200,482.5156940699999
339398,0.0017376564210280776,-336.70416259765625,100,1684,0.0545482411980629,150.0,1132,169800,482.6121053199999
340598,0.0018143337219953537,-336.3114929199219,100,1690,0.0651436299085617,150.0,1136,170400,482.7611158899999
341798,0.0017491902690380812,-335.87530517578125,100,1696,0.051144037395715714,150.0,1140,171000,482.97231114000004
342998,0.0016477778553962708,-336.53277587890625,100,1702,0.04006444662809372,150.0,1144,171600,483.47719412000004
344198,0.0016792675014585257,-336.5052795410156,100,1707,0.0460447333753109,150.0,1148,172200,483.62022032
345398,0.0018148337258026004,-336.6249694824219,100,1713,0.04937736317515373,150.0,1152,172800,483.66318541
346598,0.001734427991323173,-336.6949462890625,100,1719,0.05449826270341873,150.0,1156,173400,483.50128714000004
347798,0.0017219639848917723,-336.78662109375,100,1725,0.056066643446683884,150.0,1160,174000,483.47753197000014
348998,0.0016887757228687406,-336.693115234375,100,1731,0.05047357454895973,150.0,1164,174600,483.44553945
350198,0.0016700276173651218,-336.52239990234375,100,1737,0.05465992912650108,150.0,1168,175200,483.41644836000006
351398,0.0016142143867909908,-336.6435241699219,100,1743,0.05056343600153923,150.0,1172,175800,483.37121193
352598,0.0016248334432020783,-336.32952880859375,100,1748,0.0444912388920784,150.0,1176,176400,483.51955402000004
353798,0.0016807238571345806,-336.8975830078125,100,1754,0.04253753647208214,150.0,1180,177000,483.41074742999996
354998,0.001656071632169187,-336.2198181152344,100,1760,0.0498279333114624,150.0,1184,177600,483.42385974000007
356198,0.0016708392649888992,-336.18475341796875,100,1766,0.04979720339179039,150.0,1188,178200,483.35047521
357398,0.0016771836671978235,-336.3451232910156,100,1772,0.04213471710681915,150.0,1192,178800,483.15071967000006
358598,0.0016360186273232102,-336.47735595703125,100,1778,0.04460342228412628,150.0,1196,179400,483.33565557000003
359798,0.001605264376848936,-336.70831298828125,100,1783,0.042189668864011765,150.0,1200,180000,483.67112601
360998,0.0016041984781622887,-335.84912109375,100,1789,0.04790950194001198,150.0,1204,180600,484.05889327
362198,0.0016360997688025236,-336.64666748046875,100,1795,0.05130283534526825,150.0,1208,181200,483.97793676000003
363398,0.0016220250399783254,-336.2332763671875,100,1801,0.04569122567772865,150.0,1212,181800,483.93052382
364598,0.0016094230813905597,-336.4815673828125,100,1807,0.04640140384435654,150.0,1216,182400,483.9498600999999
365798,0.0016001493204385042,-335.84991455078125,100,1813,0.04883480444550514,150.0,1220,183000,484.01559440000005
366998,0.0015947289066389203,-335.77911376953125,100,1819,0.04711274057626724,150.0,1224,183600,484.09425299000003
368198,0.0016067507676780224,-336.403564453125,100,1825,0.041172660887241364,150.0,1228,184200,484.3862734500001
369398,0.0016000807518139482,-336.282958984375,100,1831,0.05219666287302971,150.0,1232,184800,484.69774091
370598,0.001577652059495449,-335.825927734375,100,1837,0.04784796014428139,150.0,1236,185400,484.7752765999999
371798,0.00157819758169353,-335.75775146484375,100,1843,0.0479152537882328,150.0,1240,186000,484.65688898
372998,0.001621043891645968,-336.0164489746094,100,1849,0.048980601131916046,150.0,1244,186600,484.39034526
374198,0.0016572463791817427,-336.2530517578125,100,1855,0.04616757109761238,150.0,1248,187200,484.33712341000006
375398,0.0016008346574380994,-335.6376953125,100,1861,0.04971037432551384,150.0,1252,187800,484.4384283899999
376598,0.001558906864374876,-336.2083435058594,100,1867,0.040698349475860596,150.0,1256,188400,484.7383357599999
377798,0.001579195843078196,-335.6966247558594,100,1873,0.039379458874464035,150.0,1260,189000,485.0029136899999
378998,0.001566302846185863,-335.7272644042969,100,1878,0.03758847340941429,150.0,1264,189600,485.3278278099999
380198,0.0015632854774594307,-335.88177490234375,100,1885,0.04595067352056503,150.0,1268,190200,485.40506671
381398,0.0015735372435301542,-335.811279296875,100,1890,0.041051000356674194,150.0,1272,190800,485.34717965999994
382598,0.0015942506724968553,-335.8008117675781,100,1896,0.04665016755461693,150.0,1276,191400,485.20053302
383798,0.0016022963682189584,-336.02618408203125,100,1902,0.045289572328329086,150.0,1280,192000,485.3545503699999
384998,0.0016442114720121026,-335.8924255371094,100,1908,0.05900106206536293,150.0,1284,192600,485.2684637800001
386198,0.0016552521847188473,-335.928466796875,100,1914,0.04475747421383858,150.0,1288,193200,484.77571976
387398,0.0015522823669016361,-335.6106872558594,100,1920,0.04252251237630844,150.0,1292,193800,484.74279472999996
388598,0.00153937260620296,-335.7833251953125,100,1926,0.041390277445316315,150.0,1296,194400,484.96837737999994
389798,0.001569209387525916,-335.8141784667969,100,1932,0.04254011809825897,150.0,1300,195000,484.90371996999994
390998,0.0015524303307756782,-335.6592712402344,100,1938,0.040075477212667465,150.0,1304,195600,484.84158569000004
392198,0.0016891930717974901,-335.86907958984375,100,1944,0.05966421589255333,150.0,1308,196200,484.21101794999987
393398,0.0016669121105223894,-335.3323974609375,100,1950,0.053084809333086014,150.0,1312,196800,483.86818716999994
394598,0.0016257355455309153,-335.66168212890625,100,1956,0.049243900924921036,150.0,1316,197400,483.67864524000004
395798,0.001597795751877129,-335.7109069824219,100,1962,0.04946832358837128,150.0,1320,198000,483.72197676999997
396998,0.0015828952891752124,-335.323486328125,100,1968,0.04449070990085602,150.0,1324,198600,483.7583091800001
398198,0.0015666652470827103,-335.4743347167969,100,1974,0.041695207357406616,150.0,1328,199200,483.76042119
399398,0.0015583636704832315,-335.3537292480469,100,1980,0.040589023381471634,150.0,1332,199800,483.7239374
400598,0.001537835574708879,-336.1546630859375,100,1985,0.04074767604470253,150.0,1336,200400,483.55701284
401798,0.001545737381093204,-336.0158996582031,100,1991,0.03971134498715401,150.0,1340,201000,483.35162429
402998,0.0015391077613458037,-335.6474609375,100,1997,0.039898309856653214,150.0,1344,201600,483.19686576
404198,0.0015418704133480787,-335.99932861328125,100,2003,0.044432032853364944,150.0,1348,202200,483.45566742000005
405398,0.001547170104458928,-335.8575439453125,100,2009,0.04155580326914787,150.0,1352,202800,483.57181008
406598,0.0015424498124048114,-335.9921569824219,100,2015,0.0385931059718132,150.0,1356,203400,483.50663535
407798,0.0018176198936998844,-336.89666748046875,100,2021,0.0583530068397522,150.0,1360,204000,482.95886743000005
408998,0.0017852804157882929,-336.310302734375,100,2027,0.05511893332004547,150.0,1364,204600,482.9814289
410198,0.0017292560078203678,-336.195068359375,100,2033,0.05380520597100258,150.0,1368,205200,483.0426391500001
411398,0.0017377452459186316,-336.6881103515625,100,2039,0.04956413060426712,150.0,1372,205800,482.95817305
412598,0.0016346470220014453,-337.1575927734375,100,2045,0.04708092659711838,150.0,1376,206400,483.03828821
413798,0.0015525835333392024,-336.7066650390625,100,2051,0.046970535069704056,150.0,1380,207000,483.19744369000006
414998,0.0015663806116208434,-336.7188720703125,100,2057,0.047663334757089615,150.0,1384,207600,483.3884842399999
416198,0.0015723073156550527,-336.7709655761719,100,2063,0.03748607635498047,150.0,1388,208200,483.95021877
417398,0.001568121020682156,-336.8208923339844,100,2068,0.04412692040205002,150.0,1392,208800,484.49094152000004
418598,0.001624789321795106,-336.7366638183594,100,2074,0.044427432119846344,150.0,1396,209400,484.47694687999996
419798,0.0015877506230026484,-337.04583740234375,100,2080,0.041408706456422806,150.0,1400,210000,484.5603091300001
420998,0.0015773528721183538,-336.5190734863281,100,2086,0.04302910342812538,150.0,1404,210600,484.58183206999996
422198,0.0015350485919043422,-336.7950744628906,100,2092,0.04563714191317558,150.0,1408,211200,485.66658557999995
423398,0.0016234851209446788,-336.842529296875,100,2097,0.048055633902549744,150.0,1412,211800,486.32985024000004
424598,0.0015520572196692228,-336.7496337890625,100,2103,0.04047062247991562,150.0,1416,212400,486.73943529999997
425798,0.0014753601280972362,-336.8143615722656,100,2109,0.041504867374897,150.0,1420,213000,487.25324355
426998,0.0014798721531406045,-336.4889831542969,100,2115,0.041069913655519485,150.0,1424,213600,487.8470203
428198,0.001474402961321175,-336.98101806640625,100,2121,0.037396140396595,150.0,1428,214200,488.21182633999996
429398,0.0014849086292088032,-336.7774353027344,100,2127,0.042471617460250854,150.0,1432,214800,488.51807758
430598,0.0015005528694018722,-336.57666015625,100,2133,0.03806319087743759,150.0,1436,215400,488.90459089
431798,0.0014716425212100148,-336.5606384277344,100,2139,0.038520291447639465,150.0,1440,216000,489.48144257000007
432998,0.0014677054714411497,-336.53582763671875,100,2145,0.043827638030052185,150.0,1444,216600,489.90479500000004
434198,0.0014794940361753106,-336.84002685546875,100,2151,0.03522597998380661,150.0,1448,217200,489.86103857999996
435398,0.0014499083627015352,-336.68499755859375,100,2157,0.036331191658973694,150.0,1452,217800,490.07843387
436598,0.0014526606537401676,-336.55712890625,100,2163,0.03656882420182228,150.0,1456,218400,490.3310601299999
437798,0.0014392804587259889,-336.4940185546875,100,2169,0.041793741285800934,150.0,1460,219000,490.8715581999999
438998,0.0014633538667112589,-336.5289001464844,100,2174,0.03687407076358795,150.0,1464,219600,490.92646711000003
440198,0.0014608955243602395,-336.8157653808594,100,2180,0.037983980029821396,150.0,1468,220200,491.06304225
441398,0.0014656542334705591,-336.80621337890625,100,2186,0.03743702545762062,150.0,1472,220800,491.48261135
442598,0.0014462060062214732,-336.7638244628906,100,2192,0.03809279203414917,150.0,1476,221400,491.56793879
443798,0.001434152014553547,-336.3638000488281,100,2198,0.041747625917196274,150.0,1480,222000,491.56797493000005
444998,0.0014525969745591283,-336.7060546875,100,2204,0.03749033808708191,150.0,1484,222600,491.63070475999996
446198,0.001465367036871612,-336.311279296875,100,2210,0.038471024483442307,150.0,1488,223200,491.5856484899999
447398,0.0014677949948236346,-336.62030029296875,100,2216,0.03971744701266289,150.0,1492,223800,491.1432804999999
448598,0.001458540908060968,-336.3455810546875,100,2222,0.04008178785443306,150.0,1496,224400,490.9245248099999
449798,0.0014560670824721456,-336.4583740234375,100,2228,0.04044397547841072,150.0,1500,225000,491.0490499099999
450998,0.001443598186597228,-336.33636474609375,100,2234,0.0383165068924427,150.0,1504,225600,491.19665351
452198,0.0014114556834101677,-336.41424560546875,100,2240,0.0381648875772953,150.0,1508,226200,491.19002854999997
453398,0.0014192283852025867,-336.4044189453125,100,2246,0.042390886694192886,150.0,1512,226800,491.26856397999995
454598,0.0014085794100537896,-336.5709533691406,100,2252,0.03681107237935066,150.0,1516,227400,491.14106357000003
455798,0.0014313898282125592,-336.4136047363281,100,2258,0.03809187561273575,150.0,1520,228000,490.89290288000007
456998,0.0014280765317380428,-336.63104248046875,100,2263,0.038563039153814316,150.0,1524,228600,490.7307305500001
458198,0.0014100954867899418,-336.4214172363281,100,2269,0.039003077894449234,150.0,1528,229200,490.73083519000005
459398,0.0014247252838686109,-336.6356506347656,100,2275,0.03553403913974762,150.0,1532,229800,490.5142829
460598,0.0014358427142724395,-336.6400451660156,100,2281,0.0393681526184082,150.0,1536,230400,490.41456875000006
461798,0.0014458495425060391,-336.59906005859375,100,2287,0.03603672608733177,150.0,1540,231000,490.2067278899999
462998,0.0014528726460412145,-336.1973571777344,100,2293,0.039556413888931274,150.0,1544,231600,489.9267217699999
464198,0.0014495904324576259,-336.424560546875,100,2299,0.03969290107488632,150.0,1548,232200,489.65799172000004
465398,0.0014308813260868192,-336.548583984375,100,2305,0.037565678358078,150.0,1552,232800,489.49079022000006
466598,0.001396226929500699,-336.01275634765625,100,2311,0.032840777188539505,150.0,1556,233400,489.4594384400001
467798,0.0013798853615298867,-336.28228759765625,100,2317,0.03205171227455139,150.0,1560,234000,489.65522984
468998,0.001401787158101797,-336.4208984375,100,2323,0.03578564152121544,150.0,1564,234600,489.92106701999995
470198,0.0014070032630115747,-336.5655517578125,100,2329,0.037367064505815506,150.0,1568,235200,489.97049847999995
471398,0.0014011891325935721,-336.46527099609375,100,2335,0.03289870545268059,150.0,1572,235800,490.09190266999997
472598,0.0014014530461281538,-336.7227783203125,100,2341,0.03576065972447395,150.0,1576,236400,489.84288522
473798,0.0013892126735299826,-336.26153564453125,100,2346,0.037215329706668854,150.0,1580,237000,489.89338411000006
474998,0.001389585668221116,-336.36492919921875,100,2352,0.04167100414633751,150.0,1584,237600,490.01823582000003
476198,0.001409239717759192,-336.21533203125,100,2358,0.03851005807518959,150.0,1588,238200,490.3945702900001
477398,0.0014213190879672766,-336.40936279296875,100,2364,0.0376117117702961,150.0,1592,238800,490.892335
478598,0.001438802806660533,-336.52996826171875,100,2370,0.03667248412966728,150.0,1596,239400,491.25512533
479798,0.001412023208104074,-336.9089660644531,100,2376,0.03564334288239479,150.0,1600,240000,491.08254914
480998,0.0014119417173787951,-336.2259826660156,100,2382,0.03927707299590111,150.0,1604,240600,491.2048404500001
482198,0.0014322740025818348,-336.6004638671875,100,2388,0.03188447654247284,150.0,1608,241200,491.1515863299999
483398,0.0014221894089132547,-336.8066711425781,100,2394,0.039550334215164185,150.0,1612,241800,491.12730928999997
484598,0.001414316357113421,-336.9196472167969,100,2400,0.039495885372161865,150.0,1616,242400,491.28846124000006
485798,0.0014360399218276143,-336.5321044921875,100,2405,0.04690661281347275,150.0,1620,243000,491.4239133600001
486998,0.001409377553500235,-336.74261474609375,101,2411,0.034378137439489365,150.0,1624,243600,491.36955588000006
488198,0.0013753068633377552,-336.4769287109375,101,2417,0.03204721957445145,150.0,1628,244200,491.22596174
489398,0.0013631226029247046,-336.9710388183594,101,2423,0.03441033512353897,150.0,1632,244800,491.1822991
490598,0.0013779628789052367,-336.8937072753906,101,2429,0.03533913195133209,150.0,1636,245400,491.37444236000005
491798,0.001372974249534309,-336.94500732421875,101,2435,0.032351695001125336,150.0,1640,246000,491.60133454000004
492998,0.0013677485985681415,-336.4481201171875,101,2441,0.03497349098324776,150.0,1644,246600,491.96084119999995
494198,0.0013589742593467236,-336.70672607421875,101,2447,0.03898712620139122,150.0,1648,247200,492.2530491600001
495398,0.001376852742396295,-336.491455078125,101,2453,0.0479762926697731,150.0,1652,247800,492.59962405000005
496598,0.0014226913917809725,-336.3917236328125,101,2458,0.05907006561756134,150.0,1656,248400,492.77151262
497798,0.0014288263628259301,-336.8481750488281,101,2464,0.04075050354003906,150.0,1660,249000,492.42902565
498998,0.0014363070949912071,-336.5669250488281,101,2470,0.037027958780527115,150.0,1664,249600,492.19615666
500198,0.001409386983141303,-336.76446533203125,101,2476,0.04332414269447327,150.0,1668,250200,491.96359471999995
501398,0.0014027426950633526,-337.11962890625,101,2482,0.036439646035432816,150.0,1672,250800,491.76757939000004
502598,0.001436871476471424,-336.6690979003906,101,2488,0.03629129379987717,150.0,1676,251400,492.04399419000003
503798,0.0014239958254620433,-336.5953674316406,101,2494,0.04300767928361893,150.0,1680,252000,491.81622517000005
504998,0.0013848580420017242,-336.771728515625,101,2500,0.04179086536169052,150.0,1684,252600,491.6368313800001
506198,0.0013648337917402387,-336.7589111328125,101,2506,0.03600209206342697,150.0,1688,253200,491.63611769999994
507398,0.0013611188624054193,-336.53411865234375,101,2512,0.03296177089214325,150.0,1692,253800,491.57799296999997
508598,0.0013749677455052733,-336.8603515625,101,2518,0.03614507243037224,150.0,1696,254400,491.69656396000005
509798,0.0013525915564969182,-336.6601257324219,101,2524,0.03528180345892906,150.0,1700,255000,491.85408135
510998,0.0013427132507786155,-336.79901123046875,101,2529,0.03597861900925636,150.0,1704,255600,491.90199883
512198,0.0013464961666613817,-336.7269287109375,101,2535,0.034388694912195206,150.0,1708,256200,492.07111354
513398,0.0013395349960774183,-336.57965087890625,101,2541,0.037940528243780136,150.0,1712,256800,492.1750734200001
514598,0.0013475309824571013,-337.01446533203125,101,2547,0.03159412369132042,150.0,1716,257400,492.35913963999997
515798,0.0013406021753326058,-336.81854248046875,101,2553,0.03687981516122818,150.0,1720,258000,492.52389762999996
516998,0.0013263863511383533,-336.9040832519531,101,2559,0.034146834164857864,150.0,1724,258600,492.72310101000005
518198,0.001331681851297617,-336.79144287109375,101,2565,0.0358961783349514,150.0,1728,259200,492.7710874999999
519398,0.001337399473413825,-336.9814453125,101,2571,0.03484581783413887,150.0,1732,259800,492.9123934
520598,0.0013238677056506276,-336.8701477050781,101,2577,0.03187859430909157,150.0,1736,260400,492.81505253999995
521798,0.0013562856474891305,-336.8979187011719,101,2582,0.0328054279088974,150.0,1740,261000,492.56188155999996
522998,0.0013463504146784544,-336.97113037109375,101,2588,0.03335355222225189,150.0,1744,261600,492.3284866600001
524198,0.0013126612175256014,-336.89837646484375,101,2594,0.03398837521672249,150.0,1748,262200,492.32591287
525398,0.001311878440901637,-336.64288330078125,101,2600,0.043595362454652786,150.0,1752,262800,492.21803534
526598,0.00134648522362113,-336.706787109375,101,2606,0.0335092693567276,150.0,1756,263400,492.25369745000006
527798,0.0013667921302840114,-336.8634033203125,101,2612,0.030327023938298225,150.0,1760,264000,492.58503181000015
528998,0.001338711939752102,-336.9544677734375,101,2618,0.03598820045590401,150.0,1764,264600,492.6880569300001
530198,0.001302562071941793,-336.9749755859375,101,2624,0.03952775523066521,150.0,1768,265200,492.9922311000001
531398,0.0012998332967981696,-337.112548828125,101,2630,0.03408459573984146,150.0,1772,265800,493.29065346999994
532598,0.0012989901006221771,-337.05645751953125,101,2636,0.028123697265982628,150.0,1776,266400,493.4320925
533798,0.001280346536077559,-337.040771484375,101,2642,0.03090393729507923,150.0,1780,267000,493.80828687999997
534998,0.001273040659725666,-337.19256591796875,101,2648,0.028919154778122902,150.0,1784,267600,494.08050558999986
