train/n_updates,train/ent_coef,train/actor_loss,time/fps,time/time_elapsed,train/critic_loss,rollout/ep_len_mean,time/episodes,time/total_timesteps,rollout/ep_rew_mean
536198,0.0012517571449279785,-336.9510498046875,101,2654,0.029652554541826248,150.0,1788,268200,493.98461455999995
537398,0.0012564497301355004,-337.11541748046875,101,2659,0.028299763798713684,150.0,1792,268800,494.08532532
538598,0.0012547486694529653,-336.8941345214844,101,2665,0.03293507173657417,150.0,1796,269400,494.24080237000004
539798,0.0012458321871235967,-336.8057556152344,101,2671,0.032968297600746155,150.0,1800,270000,494.36494832999995
540998,0.0013123488752171397,-337.2813720703125,101,2677,0.033232733607292175,150.0,1804,270600,493.88289125000006
542198,0.0013102747034281492,-336.9613037109375,101,2682,0.034533124417066574,150.0,1808,271200,493.55087157
543398,0.0013189077144488692,-337.090087890625,101,2688,0.03913005068898201,150.0,1812,271800,493.3194287699999
544598,0.0013461597263813019,-337.6812744140625,101,2694,0.03369376063346863,150.0,1816,272400,493.13182229
545798,0.0013579869410023093,-337.1677551269531,101,2700,0.036663223057985306,150.0,1820,273000,493.0534660799999
546998,0.001412615762092173,-337.6214599609375,101,2706,0.04561110958456993,150.0,1824,273600,493.01024011000004
548198,0.00136532261967659,-337.3480224609375,101,2711,0.030629200860857964,150.0,1828,274200,492.97599555
549398,0.0014763016952201724,-337.5570068359375,101,2717,0.06384355574846268,150.0,1832,274800,492.75693344
550598,0.001334278960712254,-337.8035583496094,101,2723,0.0371609628200531,150.0,1836,275400,492.7483222700001
551798,0.0012709147995337844,-337.310546875,101,2729,0.03149895742535591,150.0,1840,276000,492.91288733999994
552998,0.0012431783834472299,-337.27752685546875,101,2735,0.03208691254258156,150.0,1844,276600,493.30567723
554198,0.0012318011140450835,-337.48858642578125,101,2741,0.03022930771112442,150.0,1848,277200,493.6036782599999
555398,0.001231951406225562,-337.06683349609375,101,2747,0.032852768898010254,150.0,1852,277800,493.8986971500001
556598,0.0012329529272392392,-337.08917236328125,101,2753,0.03379715234041214,150.0,1856,278400,494.0542574700001
557798,0.0012068042997270823,-337.3553466796875,101,2759,0.0336785688996315,150.0,1860,279000,494.20594822000004
558998,0.001215911004692316,-337.1228332519531,101,2765,0.0334954634308815,150.0,1864,279600,494.38364405
560198,0.0011873163748532534,-336.8419189453125,101,2771,0.031963177025318146,150.0,1868,280200,494.49785840000004
561398,0.0012023258022964,-337.1036376953125,101,2777,0.02972573973238468,150.0,1872,280800,494.55207745
562598,0.001209306181408465,-337.0245666503906,101,2783,0.026632806286215782,150.0,1876,281400,494.5103564099999
563798,0.001210371614433825,-336.95269775390625,101,2789,0.02862672321498394,150.0,1880,282000,494.51071602
564998,0.0012077548308297992,-337.01629638671875,101,2795,0.029309198260307312,150.0,1884,282600,494.3414903300001
566198,0.0012283691903576255,-337.121826171875,101,2801,0.027829494327306747,150.0,1888,283200,494.4685973399999
567398,0.0012225678656250238,-336.76806640625,101,2806,0.028804069384932518,150.0,1892,283800,494.51254239
568598,0.0012269625440239906,-336.9244384765625,101,2812,0.028012573719024658,150.0,1896,284400,494.45830098
569798,0.0012275910703465343,-336.8714904785156,101,2818,0.03000730462372303,150.0,1900,285000,494.35256267999995
570998,0.0012300742091611028,-336.87176513671875,101,2824,0.030538298189640045,150.0,1904,285600,494.81713972
572198,0.0012212148867547512,-336.591796875,101,2830,0.03198903799057007,150.0,1908,286200,495.04347731999997
573398,0.0012035263935104012,-337.1266174316406,101,2836,0.026623094454407692,150.0,1912,286800,495.34054613000006
574598,0.0012008149642497301,-336.746826171875,101,2842,0.02811823971569538,150.0,1916,287400,495.5638061
575798,0.0012024170719087124,-336.7202453613281,101,2848,0.027938149869441986,150.0,1920,288000,495.70140365
576998,0.0011941274860873818,-336.8138427734375,101,2854,0.029240576550364494,150.0,1924,288600,495.80979572
578198,0.001209172885864973,-336.77838134765625,101,2860,0.027527302503585815,150.0,1928,289200,496.0025535
579398,0.001193920848891139,-336.83282470703125,101,2866,0.029925890266895294,150.0,1932,289800,496.38107543
580598,0.001185896690003574,-336.748779296875,101,2872,0.03528834134340286,150.0,1936,290400,496.44284240000013
581798,0.0011952097993344069,-336.7586364746094,101,2878,0.029682617634534836,150.0,1940,291000,496.54158813000004
582998,0.001190484850667417,-336.6798400878906,101,2884,0.027483971789479256,150.0,1944,291600,496.45702723999995
584198,0.0011767045361921191,-336.7729187011719,101,2890,0.029162319377064705,150.0,1948,292200,496.4439385499999
585398,0.0011894736671820283,-337.04779052734375,101,2896,0.025211529806256294,150.0,1952,292800,496.33699066
586598,0.0011667937505990267,-336.69195556640625,101,2901,0.028667300939559937,150.0,1956,293400,496.16492038
587798,0.0011967490427196026,-336.81488037109375,101,2907,0.027092769742012024,150.0,1960,294000,496.09346801
588998,0.0012126101646572351,-336.7869873046875,101,2913,0.03731584548950195,150.0,1964,294600,496.1406971400001
590198,0.0012205018429085612,-336.4530944824219,101,2919,0.0333646759390831,150.0,1968,295200,496.12055149
591398,0.0012761458056047559,-336.624267578125,101,2925,0.03308168426156044,150.0,1972,295800,495.83565685
592598,0.0012676591286435723,-336.92584228515625,101,2931,0.03276597335934639,150.0,1976,296400,495.7179615000001
593798,0.0012475651456043124,-336.74786376953125,101,2937,0.035730648785829544,150.0,1980,297000,495.69332016
594998,0.0011976967798545957,-337.0304260253906,101,2943,0.026518262922763824,150.0,1984,297600,495.95795791999996
596198,0.0011855291668325663,-336.49114990234375,101,2949,0.029889626428484917,150.0,1988,298200,496.04602269
597398,0.0011912782210856676,-336.85186767578125,101,2955,0.02989107556641102,150.0,1992,298800,495.8594094300001
598598,0.001206703600473702,-336.46063232421875,101,2961,0.03128400072455406,150.0,1996,299400,495.80834608999993
599798,0.0012231480795890093,-337.083740234375,101,2967,0.035154517740011215,150.0,2000,300000,495.8716857
600998,0.0012329845922067761,-336.804931640625,101,2973,0.03081374801695347,150.0,2004,300600,495.66317357
602198,0.0012396118836477399,-336.5150146484375,101,2979,0.03462333604693413,150.0,2008,301200,495.86395163000003
603398,0.0012194657465443015,-336.55902099609375,101,2985,0.035806361585855484,150.0,2012,301800,495.94921875
604598,0.001245782827027142,-337.03936767578125,101,2991,0.03817328065633774,150.0,2016,302400,496.03125244999995
605798,0.0012902881717309356,-336.69342041015625,101,2997,0.03524428978562355,150.0,2020,303000,495.88808567
606998,0.001275059417821467,-337.3148193359375,101,3003,0.03385870158672333,150.0,2024,303600,495.74138064000005
608198,0.0012454852694645524,-336.6412353515625,101,3009,0.03469108045101166,150.0,2028,304200,495.36384532999995
609398,0.001215098425745964,-336.9817199707031,101,3015,0.026387153193354607,150.0,2032,304800,495.28770075
610598,0.0012001715367659926,-336.62689208984375,101,3021,0.032211001962423325,150.0,2036,305400,495.4183398
611798,0.001193509204313159,-337.04681396484375,101,3027,0.022665822878479958,150.0,2040,306000,495.49988742
612998,0.0011832538293674588,-337.2185363769531,101,3033,0.03141813725233078,150.0,2044,306600,495.53060599
614198,0.0012130102841183543,-336.86370849609375,101,3039,0.0348365344107151,150.0,2048,307200,495.4387296100001
615398,0.0012451765360310674,-336.87860107421875,101,3045,0.035732436925172806,150.0,2052,307800,495.35662133
616598,0.0012062330497428775,-336.9865417480469,101,3051,0.026656275615096092,150.0,2056,308400,495.49853720000004
617798,0.0014392193406820297,-337.1788635253906,101,3057,0.0774783045053482,150.0,2060,309000,495.2600142300001
618998,0.001351639861240983,-336.9333190917969,101,3063,0.04797813668847084,150.0,2064,309600,494.8662841
620198,0.0012458536075428128,-337.1199951171875,101,3069,0.032535284757614136,150.0,2068,310200,494.83471685999996
621398,0.0011824613902717829,-336.76654052734375,101,3075,0.02631240524351597,150.0,2072,310800,495.18803508
622598,0.00117167376447469,-337.10003662109375,101,3080,0.026593616232275963,150.0,2076,311400,495.51965234999994
623798,0.0011650902451947331,-336.9716796875,101,3087,0.02988501638174057,150.0,2080,312000,495.72688673
624998,0.001160302897915244,-337.2152404785156,101,3092,0.027258876711130142,150.0,2084,312600,495.7505960099999
626198,0.0011512677883729339,-336.96258544921875,101,3098,0.03005519136786461,150.0,2088,313200,495.70170721999995
627398,0.0011621263111010194,-337.2105407714844,101,3104,0.031233882531523705,150.0,2092,313800,496.0014228
628598,0.00116231688298285,-337.074462890625,101,3110,0.034638918936252594,150.0,2096,314400,495.9974625699999
629798,0.0011601097648963332,-337.08953857421875,101,3116,0.0367460697889328,150.0,2100,315000,495.90243706999996
630998,0.0011654108529910445,-337.1026611328125,101,3122,0.027319375425577164,150.0,2104,315600,496.15111865
632198,0.0011651713866740465,-337.482421875,101,3128,0.029502974823117256,150.0,2108,316200,495.9955951200001
633398,0.0011649559019133449,-337.29364013671875,101,3134,0.02938786707818508,150.0,2112,316800,495.99045951
634598,0.0011735889129340649,-337.26275634765625,101,3140,0.028909411281347275,150.0,2116,317400,495.96855200999994
635798,0.0011474336497485638,-337.3534240722656,101,3146,0.026318030431866646,150.0,2120,318000,496.22883433999993
636998,0.0011536582605913281,-337.5652160644531,101,3151,0.025189047679305077,150.0,2124,318600,496.48039073
638198,0.0011715872678905725,-337.3706359863281,101,3157,0.029139863327145576,150.0,2128,319200,496.9077601699999
639398,0.0011475031496956944,-337.41064453125,101,3163,0.026385992765426636,150.0,2132,319800,496.9457561000001
640598,0.0011450358433648944,-337.3087158203125,101,3169,0.02808992564678192,150.0,2136,320400,497.08777663
641798,0.0011395910987630486,-337.44085693359375,101,3175,0.02345352992415428,150.0,2140,321000,497.15573381
642998,0.0011538596590980887,-337.2131042480469,101,3181,0.025053221732378006,150.0,2144,321600,497.3365070700001
644198,0.001167032402008772,-337.5361633300781,101,3187,0.02457839995622635,150.0,2148,322200,497.52822464
645398,0.001160099869593978,-337.5765380859375,101,3193,0.024129780009388924,150.0,2152,322800,497.71278329000006
646598,0.0011678396258503199,-337.4419860839844,101,3199,0.026898479089140892,150.0,2156,323400,497.80168420999996
647798,0.0011519789695739746,-337.70123291015625,101,3205,0.028452055528759956,150.0,2160,324000,498.21032570000006
648998,0.0011529207695275545,-337.60345458984375,101,3211,0.026316024363040924,150.0,2164,324600,498.58999682
650198,0.0011501522967591882,-337.3696594238281,101,3217,0.025079205632209778,150.0,2168,325200,498.79519142
651398,0.0011627975618466735,-337.85418701171875,101,3223,0.027145719155669212,150.0,2172,325800,498.61433529999994
652598,0.0011568109039217234,-337.5579833984375,101,3228,0.0239252969622612,150.0,2176,326400,498.31981397000004
653798,0.0011505928123369813,-337.5601806640625,101,3234,0.02693016082048416,150.0,2180,327000,498.10754363
654998,0.001151250209659338,-337.2611999511719,101,3240,0.024858176708221436,150.0,2184,327600,498.09247127000003
656198,0.0011583729647099972,-337.6343688964844,101,3246,0.03596482053399086,150.0,2188,328200,498.14606247000006
657398,0.0011416791239753366,-337.52911376953125,101,3252,0.02634437195956707,150.0,2192,328800,498.16347921000016
658598,0.0011383637320250273,-337.757080078125,101,3258,0.02419678121805191,150.0,2196,329400,498.28760450000004
659798,0.0011188642820343375,-337.6190185546875,101,3264,0.028487449511885643,150.0,2200,330000,498.5319240700001
660998,0.0011156868422403932,-337.4326171875,101,3270,0.028803974390029907,150.0,2204,330600,498.6973554000001
662198,0.001110178418457508,-337.7723693847656,101,3276,0.026109939441084862,150.0,2208,331200,498.98193148000007
663398,0.0011012211907655,-337.72705078125,101,3281,0.025043999776244164,150.0,2212,331800,499.1554153399999
664598,0.0010965220862999558,-337.7148132324219,101,3287,0.026021307334303856,150.0,2216,332400,499.24335188
665798,0.0011017826618626714,-337.85699462890625,101,3293,0.02388632297515869,150.0,2220,333000,499.2241494299999
666998,0.0011226249625906348,-337.4942626953125,101,3299,0.029575755819678307,150.0,2224,333600,499.19196898000007
668198,0.0011058095842599869,-337.7912902832031,101,3305,0.0250299833714962,150.0,2228,334200,499.2572286
669398,0.0011107963509857655,-337.58819580078125,101,3311,0.030160147696733475,150.0,2232,334800,499.3765348
670598,0.001122098881751299,-337.6723327636719,101,3317,0.027586746960878372,150.0,2236,335400,498.90514180000014
671798,0.001166034024208784,-337.7677001953125,101,3322,0.033341195434331894,150.0,2240,336000,498.51935377
672998,0.0011348630068823695,-337.59539794921875,101,3328,0.027966266497969627,150.0,2244,336600,498.02343684
674198,0.0011189006036147475,-337.9806213378906,101,3334,0.025524640455842018,150.0,2248,337200,497.8681474800001
675398,0.0011184103786945343,-337.73876953125,101,3340,0.03028573840856552,150.0,2252,337800,497.80315132
676598,0.0011114315129816532,-337.6702575683594,101,3346,0.02781531773507595,150.0,2256,338400,497.84083799
677798,0.0011151513317599893,-337.8327331542969,101,3352,0.029491830617189407,150.0,2260,339000,497.92428401000006
678998,0.0010923169320449233,-337.9404296875,101,3358,0.024220464751124382,150.0,2264,339600,498.04560860000004
680198,0.0010997896315529943,-337.55438232421875,101,3364,0.029299430549144745,150.0,2268,340200,498.05415840000006
681398,0.001103285700082779,-337.6160888671875,101,3370,0.02467574179172516,150.0,2272,340800,498.28336389
682598,0.0011045025894418359,-337.9125061035156,101,3376,0.024822663515806198,150.0,2276,341400,498.53831392
683798,0.0011092808563262224,-337.80816650390625,101,3382,0.022624220699071884,150.0,2280,342000,498.72964012999995
684998,0.0010895946761593223,-337.8267822265625,101,3388,0.02365751937031746,150.0,2284,342600,498.8694536
686198,0.001071627950295806,-337.6438903808594,101,3394,0.031206579878926277,150.0,2288,343200,498.96722878
687398,0.0010861632181331515,-337.853759765625,101,3400,0.025705626234412193,150.0,2292,343800,499.03118933999997
688598,0.0010931130964308977,-337.5896301269531,101,3406,0.02790902927517891,150.0,2296,344400,499.14084679
689798,0.0010756965493783355,-337.797607421875,101,3412,0.02044237218797207,150.0,2300,345000,499.21777937
690998,0.0010713540250435472,-337.8289794921875,101,3418,0.02285875752568245,150.0,2304,345600,499.22430660000003
692198,0.0010777425486594439,-337.99359130859375,101,3424,0.026579415425658226,150.0,2308,346200,499.2570089299999
693398,0.001071962178684771,-337.64239501953125,101,3430,0.023961974307894707,150.0,2312,346800,499.18386064
694598,0.001096750027500093,-337.8304443359375,101,3435,0.02523835003376007,150.0,2316,347400,499.25363610999995
695798,0.0010717351688072085,-337.68115234375,101,3441,0.0282673891633749,150.0,2320,348000,499.31531218
696998,0.0010796976275742054,-337.71893310546875,101,3447,0.022280629724264145,150.0,2324,348600,499.40806281
698198,0.0010650763288140297,-337.8321838378906,101,3453,0.02652076445519924,150.0,2328,349200,499.46294154000003
699398,0.0010797218419611454,-337.88275146484375,101,3459,0.0287310928106308,150.0,2332,349800,499.553097
700598,0.0010772508103400469,-338.164794921875,101,3465,0.025318896397948265,150.0,2336,350400,499.94386041999996
701798,0.0010683161672204733,-337.9720458984375,101,3471,0.02404983527958393,150.0,2340,351000,500.35939748
702998,0.0010708858026191592,-337.98345947265625,101,3477,0.02851540595293045,150.0,2344,351600,500.80707865999995
704198,0.0010623499983921647,-337.95330810546875,101,3483,0.024527618661522865,150.0,2348,352200,501.0063915599999
705398,0.0010401835897937417,-338.0130615234375,101,3488,0.02224571630358696,150.0,2352,352800,501.07181047000006
706598,0.001050633261911571,-337.9154052734375,101,3494,0.02742590941488743,150.0,2356,353400,500.84586897
707798,0.001071154372766614,-337.6346435546875,101,3500,0.028072211891412735,150.0,2360,354000,500.72791286
708998,0.0011122538708150387,-337.787353515625,101,3506,0.02681772969663143,150.0,2364,354600,500.52977788
710198,0.0011373457964509726,-338.0986022949219,101,3512,0.02823730930685997,150.0,2368,355200,500.28186351
711398,0.0011266126530244946,-338.14569091796875,101,3518,0.029006095603108406,150.0,2372,355800,500.00947381
712598,0.001083758077584207,-337.9284362792969,101,3524,0.02683624066412449,150.0,2376,356400,499.974762
713798,0.001100924564525485,-338.13165283203125,101,3530,0.02413097582757473,150.0,2380,357000,499.90061393000013
714998,0.001078259665518999,-338.1500244140625,101,3536,0.02374899387359619,150.0,2384,357600,499.82623270999994
716198,0.0010709301568567753,-338.40765380859375,101,3541,0.02820170670747757,150.0,2388,358200,499.86514674
717398,0.001067074597813189,-338.113037109375,101,3547,0.023155391216278076,150.0,2392,358800,499.50912670000014
718598,0.0011851302115246654,-338.1792907714844,101,3553,0.045307185500860214,150.0,2396,359400,499.3009928
719798,0.0011551616480574012,-338.1999206542969,101,3559,0.026751667261123657,150.0,2400,360000,499.00166440999993
720998,0.0010537032503634691,-338.2479248046875,101,3565,0.02510945498943329,150.0,2404,360600,498.91479011999996
722198,0.0010483682854101062,-338.1162414550781,101,3571,0.025249291211366653,150.0,2408,361200,498.82376703999995
723398,0.0010565293487161398,-338.0427551269531,101,3576,0.02558136358857155,150.0,2412,361800,498.91437955999993
724598,0.0010521347867324948,-338.32586669921875,101,3582,0.022359175607562065,150.0,2416,362400,498.8920833200001
725798,0.0010579872177913785,-338.172607421875,101,3588,0.021774912253022194,150.0,2420,363000,498.9106110100001
726998,0.0010564032709226012,-338.5101013183594,101,3594,0.02460443787276745,150.0,2424,363600,498.91549019999997
728198,0.0010510612046346068,-338.4755859375,101,3600,0.01930619403719902,150.0,2428,364200,498.77726547000003
729398,0.0010974893812090158,-338.61956787109375,101,3606,0.026362447068095207,150.0,2432,364800,498.60370874
730598,0.0010919742053374648,-338.5166015625,101,3612,0.021783800795674324,150.0,2436,365400,498.6417877200001
731798,0.0010916171595454216,-338.2691345214844,101,3618,0.018410149961709976,150.0,2440,366000,498.46384165999996
732998,0.0010679841507226229,-338.4364013671875,101,3624,0.026751739904284477,150.0,2444,366600,498.54430262
734198,0.0010424178326502442,-338.3978576660156,101,3630,0.02570931613445282,150.0,2448,367200,498.56916819000014
735398,0.0010484757367521524,-338.1909484863281,101,3636,0.024433106184005737,150.0,2452,367800,498.73832112000014
736598,0.0010409877868369222,-338.26611328125,101,3641,0.02107643149793148,150.0,2456,368400,499.02281857
737798,0.0010367064969614148,-338.4234619140625,101,3647,0.02435932494699955,150.0,2460,369000,499.15846888
738998,0.0010391107061877847,-338.0322265625,101,3653,0.01988203264772892,150.0,2464,369600,499.42866502
740198,0.0010420252801850438,-338.3831481933594,101,3659,0.021584711968898773,150.0,2468,370200,499.72524093
741398,0.0010822841431945562,-338.4373779296875,101,3665,0.03383607789874077,150.0,2472,370800,500.0383414
742598,0.001104994211345911,-338.52264404296875,101,3671,0.03294887766242027,150.0,2476,371400,499.75729573000007
743798,0.0010692065116018057,-338.51544189453125,101,3677,0.02028837241232395,150.0,2480,372000,499.55724122
744998,0.0010572822066023946,-338.4242248535156,101,3682,0.029293242841959,150.0,2484,372600,499.42420611999995
746198,0.0010588866425678134,-338.4008483886719,101,3688,0.025485914200544357,150.0,2488,373200,499.18893068
747398,0.0010668827453628182,-338.6717529296875,101,3694,0.024380939081311226,150.0,2492,373800,499.52028866999996
748598,0.0010688314214348793,-338.7262878417969,101,3700,0.020700844004750252,150.0,2496,374400,499.73482454
749798,0.0010676089441403747,-338.5076904296875,101,3706,0.02484702132642269,150.0,2500,375000,500.00209736
750998,0.0010572151513770223,-338.3500671386719,101,3712,0.02376333251595497,150.0,2504,375600,500.05262212
752198,0.0010518012568354607,-338.5015869140625,101,3718,0.02249482460319996,150.0,2508,376200,500.0592541600001
753398,0.0010427777888253331,-338.63006591796875,101,3723,0.021929947659373283,150.0,2512,376800,499.90747336
754598,0.0010527641279622912,-338.6160583496094,101,3729,0.021684642881155014,150.0,2516,377400,499.85535073
755798,0.0010234423680230975,-338.9326477050781,101,3735,0.02199646271765232,150.0,2520,378000,499.7446254300001
756998,0.0010380707681179047,-338.76519775390625,101,3741,0.017485667020082474,150.0,2524,378600,499.69994777
758198,0.0010401736944913864,-338.71160888671875,101,3747,0.025359265506267548,150.0,2528,379200,499.77007685999996
759398,0.0010267873294651508,-338.37322998046875,101,3753,0.02434256486594677,150.0,2532,379800,499.86064528
760598,0.001047336496412754,-338.6241455078125,101,3759,0.025896891951560974,150.0,2536,380400,499.69226706
761798,0.0010693427175283432,-338.48272705078125,101,3765,0.023663675412535667,150.0,2540,381000,499.78292262
762998,0.0010695828823372722,-338.5881652832031,101,3772,0.02854578197002411,150.0,2544,381600,499.56919372
764198,0.0010736073600128293,-338.780029296875,101,3777,0.027947932481765747,150.0,2548,382200,499.20484736000003
765398,0.0010522737866267562,-338.9066162109375,101,3783,0.027510296553373337,150.0,2552,382800,498.85773321999994
766598,0.0010462742066010833,-338.63812255859375,101,3789,0.023864788934588432,150.0,2556,383400,498.56421369000003
767798,0.0010247535537928343,-338.724609375,101,3795,0.024608563631772995,150.0,2560,384000,498.38427194999997
768998,0.0010191660840064287,-338.69635009765625,101,3801,0.025481073185801506,150.0,2564,384600,498.1817959399999
770198,0.001015846966765821,-338.5233154296875,101,3807,0.021788215264678,150.0,2568,385200,498.16251847
771398,0.0010105590336024761,-338.75299072265625,101,3813,0.021856091916561127,150.0,2572,385800,498.15034008999993
772598,0.0010401513427495956,-338.65435791015625,101,3819,0.02632232941687107,150.0,2576,386400,498.33685231999993
773798,0.001049908110871911,-338.790283203125,101,3825,0.025282027199864388,150.0,2580,387000,498.43829433999997
774998,0.0010191922774538398,-338.8690185546875,101,3831,0.02001653052866459,150.0,2584,387600,498.50725012000004
776198,0.0010214702924713492,-338.79742431640625,101,3837,0.02273797057569027,150.0,2588,388200,498.60556714000006
777398,0.0010059374617412686,-338.5812683105469,101,3843,0.021595604717731476,150.0,2592,388800,498.54459090999995
778598,0.0010046407114714384,-338.55450439453125,101,3849,0.018171321600675583,150.0,2596,389400,498.21723716
779798,0.000997052644379437,-338.72747802734375,101,3855,0.022181691601872444,150.0,2600,390000,498.09724048000004
780998,0.0009933842811733484,-338.6229553222656,101,3861,0.022432465106248856,150.0,2604,390600,498.10406071000006
782198,0.000981039833277464,-338.6409606933594,101,3867,0.01758236065506935,150.0,2608,391200,498.1065041
783398,0.000993909197859466,-338.5508117675781,101,3873,0.025529908016324043,150.0,2612,391800,498.24911696
784598,0.0009814170189201832,-338.78863525390625,101,3879,0.025897758081555367,150.0,2616,392400,498.2671634099999
785798,0.0009872920345515013,-338.62237548828125,101,3885,0.01717117242515087,150.0,2620,393000,498.2655236600001
786998,0.0009857796831056476,-338.4903869628906,101,3891,0.0228374395519495,150.0,2624,393600,498.27715787
788198,0.000990453758276999,-338.8459777832031,101,3897,0.021636201068758965,150.0,2628,394200,498.40787520999993
789398,0.0009771577315405011,-338.7701721191406,101,3903,0.019570160657167435,150.0,2632,394800,498.44262763000006
790598,0.0010204761056229472,-338.78533935546875,101,3909,0.019897274672985077,150.0,2636,395400,498.64757359
791798,0.0010499355848878622,-338.844970703125,101,3915,0.02267662063241005,150.0,2640,396000,498.75455730999994
792998,0.0010264079319313169,-338.7938232421875,101,3921,0.02205299213528633,150.0,2644,396600,498.9864231599999
794198,0.0011888958979398012,-339.1333312988281,101,3927,0.042357396334409714,150.0,2648,397200,499.18235301
795398,0.0011411658488214016,-338.75848388671875,101,3933,0.027339372783899307,150.0,2652,397800,499.1811533299999
796598,0.0010758376447483897,-338.8299560546875,101,3939,0.022548973560333252,150.0,2656,398400,499.40950460999994
797798,0.0010643582791090012,-339.05645751953125,101,3945,0.02511614002287388,150.0,2660,399000,499.45899490000005
798998,0.0010516798356547952,-338.87615966796875,101,3951,0.02178933285176754,150.0,2664,399600,499.37414880999995
