rollout/ep_rew_mean,time/fps,time/episodes,time/total_timesteps,time/time_elapsed,train/lag_coef,train/n_updates,train/safe_critic_loss,rollout/ep_cost_mean,rollout/ep_len_mean,train/actor_loss,train/ent_coef,train/critic_loss
-476.67095375,46,4,5284,114,4.420598983764648,10366,1.6278287172317505,440.75,1321.0,1348.046142578125,0.2929087281227112,1.2457326650619507
-1270.631849,49,8,10568,215,5.0,20934,0.3665974736213684,394.625,1321.0,452.100830078125,0.09712440520524979,0.4481428861618042
-1958.992647916667,50,12,15852,316,5.0,31502,0.5600677132606506,371.9166666666667,1321.0,-659.5510864257812,0.04267645999789238,3.982779026031494
-2363.28730125,50,16,21136,419,5.0,42070,0.165273055434227,380.0,1321.0,-1459.388427734375,0.022979747503995895,1.5927592515945435
-2691.1281326,50,20,26420,521,5.0,52638,0.11275903135538101,361.3,1321.0,-1800.0272216796875,0.022037429735064507,1.3155858516693115
-2938.888551416667,50,24,31704,623,5.0,63206,0.10460159182548523,333.125,1321.0,-1974.00732421875,0.020419958978891373,1.361228108406067
-3153.364550321429,51,28,36988,723,5.0,73774,0.09636178612709045,317.64285714285717,1321.0,-2048.403564453125,0.019345751032233238,1.3986846208572388
-3336.1088481874995,51,32,42272,825,5.0,84342,0.1094905436038971,306.15625,1321.0,-2097.64990234375,0.022064553573727608,1.8182772397994995
-3499.6309944444442,51,36,47556,926,5.0,94910,0.09243198484182358,294.1388888888889,1321.0,-2136.794921875,0.01727168634533882,1.0385923385620117
-3625.3136821,51,40,52840,1028,5.0,105478,0.09482623636722565,284.8,1321.0,-2107.5703125,0.016013653948903084,0.7324297428131104
-3739.9269283636368,51,44,58124,1129,5.0,116046,0.11932659894227982,278.8863636363636,1321.0,-2137.638671875,0.017950432375073433,0.7293136715888977
-3841.813189395833,51,48,63408,1231,5.0,126614,0.1399679183959961,269.9375,1321.0,-2167.454833984375,0.01757616549730301,0.4495396316051483
-3943.2659464999992,51,52,68692,1332,5.0,137182,0.11162682622671127,258.78846153846155,1321.0,-2170.2509765625,0.016734538599848747,0.3533162772655487
-4040.7835335357136,51,56,73976,1432,5.0,147750,0.10574343800544739,250.05357142857142,1321.0,-2153.390625,0.016291478648781776,0.3114910423755646
-4132.064732883333,51,60,79260,1534,5.0,158318,0.11535228043794632,243.23333333333332,1321.0,-2153.079833984375,0.016431769356131554,0.49033087491989136
-4211.19636628125,51,64,84544,1635,5.0,168886,0.10118250548839569,237.671875,1321.0,-2157.459716796875,0.0165982935577631,0.3301081657409668
-4289.606838485293,51,68,89828,1735,5.0,179454,0.11372322589159012,229.88235294117646,1321.0,-2162.19775390625,0.01707114838063717,0.30633997917175293
-4357.648708763889,51,72,95112,1836,5.0,190022,0.15843313932418823,223.93055555555554,1321.0,-2221.7548828125,0.019954118877649307,0.38418787717819214
-4428.542031421052,51,76,100396,1937,5.0,200590,0.11701145768165588,218.6184210526316,1321.0,-2243.82763671875,0.018192267045378685,0.4104457199573517
-4490.5243558125,51,80,105680,2038,5.0,211158,0.11098190397024155,212.5375,1321.0,-2241.882568359375,0.01731543242931366,0.2542343735694885
-4549.864330380953,51,84,110964,2139,5.0,221726,0.10547277331352234,208.77380952380952,1321.0,-2243.884765625,0.01741667278110981,0.2505964934825897
-4602.975029090909,51,88,116248,2239,5.0,232294,0.11097554117441177,206.27272727272728,1321.0,-2246.50244140625,0.017977792769670486,0.3618267774581909
-4639.529847836956,51,92,121532,2340,5.0,242862,0.10946425795555115,205.19565217391303,1321.0,-2299.76318359375,0.01637171395123005,0.5110202431678772
-4687.14274546875,51,96,126816,2441,5.0,253430,0.10636135935783386,202.10416666666666,1321.0,-2267.63330078125,0.016038741916418076,0.32670313119888306
-4732.64217225,51,100,132100,2543,5.0,263998,0.09255106002092361,198.8,1321.0,-2247.58544921875,0.015630388632416725,0.27466320991516113
-4942.370373000001,51,104,137384,2644,5.0,274566,0.09628341346979141,187.02,1321.0,-2242.72119140625,0.01593523472547531,0.7496281862258911
-5087.362491559999,51,108,142668,2745,5.0,285134,0.10433811694383621,177.57,1321.0,-2230.95166015625,0.015332534909248352,0.4534362256526947
-5184.447063770001,51,112,147952,2847,5.0,295702,0.08825953304767609,170.27,1321.0,-2226.2998046875,0.01570723205804825,0.4755597710609436
-5276.48202164,51,116,153236,2948,5.0,306270,0.09255398064851761,157.9,1321.0,-2221.49267578125,0.015397573821246624,0.4738759994506836
-5351.9764536600005,51,120,158520,3049,5.0,316838,0.0892743393778801,151.2,1321.0,-2219.665771484375,0.015545770525932312,0.4179006814956665
-5418.81361057,51,124,163804,3150,5.0,327406,0.08682359755039215,147.71,1321.0,-2225.01220703125,0.015274623408913612,0.5034549832344055
-5477.65379476,52,128,169088,3251,5.0,337974,0.08784061670303345,143.6,1321.0,-2217.56591796875,0.015087263658642769,0.3419339060783386
-5527.5715540599995,52,132,174372,3352,5.0,348542,0.08979160338640213,139.71,1321.0,-2221.806640625,0.015138955786824226,0.8480739593505859
-5570.1307957300005,52,136,179656,3453,5.0,359110,0.08360566198825836,136.34,1321.0,-2225.686767578125,0.014802181161940098,0.7114442586898804
-5614.92768909,52,140,184940,3554,5.0,369678,0.08283601701259613,133.61,1321.0,-2211.53662109375,0.01417780201882124,0.34050989151000977
-5656.01813544,52,144,190224,3655,5.0,380246,0.07653782516717911,130.08,1321.0,-2210.2060546875,0.014334683306515217,0.6071174740791321
-5693.831550500001,52,148,195508,3757,5.0,390814,0.08496087044477463,128.35,1321.0,-2205.702880859375,0.014124070294201374,0.4870997369289398
-5725.359949240001,52,152,200792,3858,5.0,401382,0.09035404771566391,128.85,1321.0,-2206.4365234375,0.014045116491615772,0.6799759268760681
-5749.701020399999,52,156,206076,3958,5.0,411950,0.07216714322566986,129.52,1321.0,-2200.9560546875,0.013731765560805798,0.45083296298980713
-5772.043440609999,52,160,211360,4059,5.0,422518,0.0681319385766983,128.92,1321.0,-2196.289794921875,0.013879414647817612,0.5032312870025635
-5791.710250889999,52,164,216644,4161,5.0,433086,0.07590974867343903,127.71,1321.0,-2197.943359375,0.013814977370202541,0.6431694030761719
-5810.08427613,52,168,221928,4262,5.0,443654,0.07538439333438873,127.88,1321.0,-2192.84765625,0.013453601859509945,0.326352596282959
-5830.78791317,52,172,227212,4363,5.0,454222,0.06841260939836502,127.64,1321.0,-2185.1494140625,0.012898304499685764,0.22929279506206512
-5842.82513711,52,176,232496,4464,5.0,464790,0.06857709586620331,128.09,1321.0,-2180.830078125,0.013243097811937332,0.38444262742996216
-5840.380202620002,52,180,237780,4567,5.0,475358,0.07034499943256378,134.71,1321.0,-2213.7412109375,0.012509933672845364,0.44479697942733765
-5853.79368872,52,184,243064,4668,5.0,485926,0.06246316805481911,134.12,1321.0,-2193.201904296875,0.01249926071614027,0.1904670000076294
-5868.43720155,52,188,248348,4769,5.0,496494,0.06255725026130676,133.17,1321.0,-2182.18408203125,0.012782907113432884,0.16496986150741577
-5893.580970169998,52,192,253632,4870,5.0,507062,0.06460418552160263,130.93,1321.0,-2177.42138671875,0.012778257951140404,0.15602318942546844
-5905.487006649999,52,196,258916,4971,5.0,517630,0.06335919350385666,131.44,1321.0,-2175.275634765625,0.013027043081820011,0.14174827933311462
-5916.019022119999,52,200,264200,5072,5.0,528198,0.06179369240999222,131.69,1321.0,-2174.82568359375,0.01309671439230442,0.1427980661392212
-5899.15673371,52,204,269484,5175,5.0,538766,0.07349060475826263,139.95,1321.0,-2210.65673828125,0.01235244981944561,0.2368132323026657
-5915.70512738,52,208,274768,5276,5.0,549334,0.06178461015224457,140.92,1321.0,-2191.299560546875,0.012534020468592644,0.15228509902954102
-5929.4474721199995,52,212,280052,5377,5.0,559902,0.06250452995300293,140.68,1321.0,-2181.69970703125,0.012584631331264973,0.1390617936849594
-5939.858443279999,52,216,285336,5479,5.0,570470,0.05901696905493736,142.33,1321.0,-2176.115966796875,0.012489900924265385,0.1357342153787613
-5931.966158840001,52,220,290620,5581,5.0,581038,0.15901805460453033,148.16,1321.0,-2247.8388671875,0.02411603555083275,3.1439781188964844
-5931.296953730001,52,224,295904,5682,5.0,591606,0.06394544988870621,151.51,1321.0,-2222.66162109375,0.011913520283997059,0.2985326051712036
-5923.42925378,52,228,301188,5785,5.0,602174,0.05910523980855942,156.75,1321.0,-2209.392578125,0.011610058136284351,0.3348820209503174
-5933.90413867,52,232,306472,5887,5.0,612742,0.05593602731823921,157.6,1321.0,-2186.3935546875,0.011554795317351818,0.15888194739818573
-5945.72551989,52,236,311756,5988,5.0,623310,0.055813249200582504,159.81,1321.0,-2173.21630859375,0.011663938872516155,0.13297304511070251
-5957.531358960002,52,240,317040,6089,5.0,633878,0.05567919462919235,161.41,1321.0,-2166.208740234375,0.011836742982268333,0.11412683874368668
-5966.27673887,52,244,322324,6190,5.0,644446,0.06290353834629059,162.67,1321.0,-2162.44677734375,0.011903678998351097,0.1252850592136383
-5966.61489658,52,248,327608,6292,5.0,655014,0.07339704781770706,166.37,1321.0,-2195.27783203125,0.014485989697277546,1.2104897499084473
-5972.613395479999,52,252,332892,6394,5.0,665582,0.056053195148706436,168.68,1321.0,-2183.51904296875,0.011794498190283775,0.9366036057472229
-5977.50127667,52,256,338176,6495,5.0,676150,0.06763942539691925,169.81,1321.0,-2216.783203125,0.015150386840105057,1.0219701528549194
-5985.718978309999,52,260,343460,6596,5.0,686718,0.04853823408484459,171.48,1321.0,-2182.3603515625,0.010791531763970852,0.17277391254901886
-5998.130205900001,52,264,348744,6698,5.0,697286,0.05595066398382187,173.2,1321.0,-2171.5634765625,0.011896858923137188,0.3003404438495636
-5988.020331209999,52,268,354028,6800,5.0,707854,0.04964481666684151,180.25,1321.0,-2185.5068359375,0.011065412312746048,0.6107475161552429
-5995.018493120001,52,272,359312,6901,5.0,718422,0.05351836606860161,182.58,1321.0,-2167.57666015625,0.010905292816460133,0.23406648635864258
-5994.00768465,52,276,364596,7003,5.0,728990,0.05165788531303406,186.95,1321.0,-2184.987060546875,0.010601213201880455,0.3976864516735077
-5998.461827840002,52,280,369880,7105,5.0,739558,0.0603424608707428,188.6,1321.0,-2211.4619140625,0.013580473139882088,0.7522397637367249
-5995.019927620001,52,284,375164,7207,5.0,750126,0.06268072128295898,193.17,1321.0,-2186.477294921875,0.012700770050287247,0.4715973734855652
-5996.99905624,52,288,380448,7309,5.0,760694,0.05791079252958298,196.14,1321.0,-2173.7763671875,0.010737486183643341,0.2027575671672821
-6002.75384622,52,292,385732,7410,5.0,771262,0.05631338432431221,198.37,1321.0,-2164.39111328125,0.011024638079106808,0.13790488243103027
-6009.18730181,52,296,391016,7512,5.0,781830,0.05400126054883003,200.15,1321.0,-2159.52197265625,0.011015615426003933,0.14452581107616425
-6014.364616720001,52,300,396300,7613,5.0,792398,0.04704992100596428,203.24,1321.0,-2158.5185546875,0.010596578940749168,0.1686386615037918
-6048.395967960001,52,304,401584,7715,5.0,802966,0.05241723731160164,198.72,1321.0,-2162.436767578125,0.011063017882406712,0.2610122561454773
-6054.410408680002,52,308,406868,7816,5.0,813534,0.05182695761322975,202.05,1321.0,-2156.860595703125,0.010716279968619347,0.16754263639450073
-6018.585950109999,52,312,412152,7918,5.0,824102,0.06633508205413818,213.65,1321.0,-2253.341064453125,0.019639184698462486,1.5767979621887207
-6013.31248813,52,316,417436,8021,5.0,834670,0.05029453709721565,216.56,1321.0,-2217.06884765625,0.010220524854958057,0.13706983625888824
-6037.184295769998,52,320,422720,8122,5.0,845238,0.052731502801179886,215.12,1321.0,-2187.959228515625,0.010666665621101856,0.11060677468776703
-6053.560214710001,52,324,428004,8224,5.0,855806,0.059448350220918655,217.46,1321.0,-2176.8173828125,0.010855693370103836,0.2569868564605713
-6076.626096420001,52,328,433288,8325,5.0,866374,0.04334411025047302,216.31,1321.0,-2167.49560546875,0.010820375755429268,0.12186579406261444
-6084.50306134,52,332,438572,8426,5.0,876942,0.050071291625499725,218.97,1321.0,-2163.98291015625,0.010880806483328342,0.15761519968509674
-6091.05032273,52,336,443856,8528,5.0,887510,0.04808719456195831,221.14,1321.0,-2164.310791015625,0.010888224467635155,0.13001121580600739
-6070.8668226400005,52,340,449140,8630,5.0,898078,0.0931352898478508,227.81,1321.0,-2212.408203125,0.021532846614718437,1.917738437652588
-6073.315560649999,52,344,454424,8732,5.0,908646,0.047360364347696304,230.65,1321.0,-2197.04248046875,0.01045941561460495,0.15896248817443848
-6090.45127268,52,348,459708,8834,5.0,919214,0.0545613057911396,231.42,1321.0,-2196.849609375,0.012363286688923836,0.7739344239234924
-6101.44147908,52,352,464992,8935,5.0,929782,0.05394517257809639,233.48,1321.0,-2187.3564453125,0.011035982519388199,0.17619408667087555
-6113.234610369999,52,356,470276,9037,5.0,940350,0.0505383163690567,236.3,1321.0,-2196.123291015625,0.011326460167765617,0.4111980199813843
-6121.24254537,52,360,475560,9138,5.0,950918,0.05014807730913162,239.37,1321.0,-2192.248779296875,0.011201359331607819,0.22766031324863434
-6128.5106524600005,52,364,480844,9239,5.0,961486,0.04942172020673752,242.28,1321.0,-2195.196533203125,0.011152710765600204,0.15356771647930145
-6154.7109703800015,52,368,486128,9340,5.0,972054,0.061031125485897064,240.62,1321.0,-2197.30126953125,0.012096302583813667,0.2955140471458435
-6150.434860970001,52,372,491412,9442,5.0,982622,0.0472864992916584,245.63,1321.0,-2243.38818359375,0.011315410025417805,0.2064291089773178
-6168.559812349999,52,376,496696,9543,5.0,993190,0.047363877296447754,245.92,1321.0,-2229.82421875,0.011529862880706787,0.157137930393219
-6163.94962481,52,380,501980,9645,5.0,1003758,0.10073092579841614,249.07,1321.0,-2280.5166015625,0.014780289493501186,0.4398413300514221
-6158.57469203,52,384,507264,9750,5.0,1014326,0.08480649441480637,247.77,1321.0,-2298.7275390625,0.01385146751999855,0.1557886302471161
-6166.24677667,52,388,512548,9854,5.0,1024894,0.05483125150203705,247.7,1321.0,-2283.95556640625,0.011459962464869022,0.14452064037322998
-6154.52732173,51,392,517832,9959,5.0,1035462,0.040022604167461395,253.83,1321.0,-2294.4970703125,0.011811253614723682,0.24864552915096283
-6163.2029575100005,51,396,523116,10064,5.0,1046030,0.06556468456983566,255.85,1321.0,-2270.5859375,0.011884232051670551,0.25477710366249084
-6148.563494360001,51,400,528400,10169,5.0,1056598,0.048069629818201065,262.01,1321.0,-2287.834716796875,0.013832115568220615,0.4212649464607239
-6153.87277572,51,404,533684,10273,5.0,1067166,0.051907867193222046,263.68,1321.0,-2293.8251953125,0.015952810645103455,1.1001709699630737
-6162.3223247000005,51,408,538968,10374,5.0,1077734,0.04179992526769638,264.45,1321.0,-2270.819580078125,0.011406159028410912,0.17961429059505463
-6201.46283253,51,412,544252,10476,5.0,1088302,0.04830468073487282,258.48,1321.0,-2296.972412109375,0.013343012891709805,0.4947766661643982
-6220.963113959999,51,416,549536,10578,5.0,1098870,0.03970334306359291,260.02,1321.0,-2268.21337890625,0.010844424366950989,0.18979685008525848
-6229.430376220001,51,420,554820,10679,5.0,1109438,0.03680265322327614,260.49,1321.0,-2251.58203125,0.010904980823397636,0.1609550565481186
-6232.06159459,51,424,560104,10780,5.0,1120006,0.0333360955119133,260.67,1321.0,-2261.719482421875,0.012101933360099792,0.6564002633094788
-6222.958116930002,51,428,565388,10882,5.0,1130574,0.05013640969991684,265.53,1321.0,-2284.146484375,0.01823703944683075,1.6153265237808228
-6230.1737323100015,51,432,570672,10983,5.0,1141142,0.033286333084106445,266.34,1321.0,-2261.36083984375,0.010695685632526875,0.12865833938121796
-6238.79441905,51,436,575956,11084,5.0,1151710,0.038502052426338196,267.42,1321.0,-2246.9521484375,0.01079246774315834,0.1002877950668335
-6275.007397869998,51,440,581240,11186,5.0,1162278,0.0407647043466568,263.18,1321.0,-2240.7607421875,0.010767937637865543,0.13170303404331207
-6290.092543499999,51,444,586524,11287,5.0,1172846,0.04078764468431473,263.17,1321.0,-2237.4326171875,0.010804429650306702,0.12072748690843582
-6293.177089510002,51,448,591808,11388,5.0,1183414,0.028808962553739548,264.69,1321.0,-2250.91943359375,0.010627400130033493,0.3330042064189911
-6300.95443414,51,452,597092,11490,5.0,1193982,0.036963801831007004,264.95,1321.0,-2243.618896484375,0.010854373686015606,0.16660118103027344
-6305.541476099998,51,456,602376,11592,5.0,1204550,0.041337188333272934,265.34,1321.0,-2261.58056640625,0.011583449319005013,0.49721595644950867
-6314.589421250001,51,460,607660,11693,5.0,1215118,0.03808917477726936,264.04,1321.0,-2255.040283203125,0.011120169423520565,0.2068168818950653
-6301.461028939998,51,464,612944,11795,5.0,1225686,0.028512906283140182,268.09,1321.0,-2286.15625,0.010978568345308304,0.13019348680973053
-6290.81140013,51,468,618228,11897,5.0,1236254,0.045646362006664276,271.76,1321.0,-2291.9384765625,0.014150104485452175,0.8840158581733704
-6312.04133732,51,472,623512,11999,5.0,1246822,0.03142080083489418,269.47,1321.0,-2285.319091796875,0.01149001345038414,0.1784965991973877
-6318.70045176,51,476,628796,12100,5.0,1257390,0.03242937847971916,269.41,1321.0,-2298.33447265625,0.012662215158343315,0.5361730456352234
-6362.55791147,51,480,634080,12200,5.0,1267958,0.0434139221906662,262.73,1321.0,-2294.505615234375,0.012813696637749672,0.48233696818351746
-6394.434929149999,51,484,639364,12301,5.0,1278526,0.03400926664471626,264.1,1321.0,-2295.7626953125,0.011986566707491875,0.18305109441280365
-6410.09677825,51,488,644648,12401,5.0,1289094,0.03818622604012489,264.43,1321.0,-2297.34814453125,0.011921334080398083,0.14366747438907623
-6435.820599449999,51,492,649932,12503,5.0,1299662,0.03187652677297592,259.92,1321.0,-2307.2392578125,0.012268010526895523,0.2090831845998764
-6437.551885260002,51,496,655216,12603,5.0,1310230,0.05044352263212204,260.59,1321.0,-2312.732177734375,0.011962932534515858,0.30824002623558044
-6469.23221627,51,500,660500,12704,5.0,1320798,0.03775705769658089,256.06,1321.0,-2312.96484375,0.012262869626283646,0.2543194890022278
-6481.44697878,51,504,665784,12805,5.0,1331366,0.03438570350408554,254.88,1321.0,-2322.843505859375,0.011795882135629654,0.4104222059249878
-6491.93839126,51,508,671068,12905,5.0,1341934,0.03261413797736168,254.36,1321.0,-2312.257080078125,0.011624393984675407,0.30152592062950134
-6515.47589683,52,512,676352,13006,5.0,1352502,0.03338046744465828,251.89,1321.0,-2306.30078125,0.011679544113576412,0.13016049563884735
-6513.742953689999,52,516,681636,13107,5.0,1363070,0.03183019906282425,253.01,1321.0,-2328.988037109375,0.014751139096915722,0.7070231437683105
-6505.48323464,52,520,686920,13209,5.0,1373638,0.03210955485701561,255.86,1321.0,-2333.21484375,0.012524599209427834,0.444757342338562
-6524.688144880001,52,524,692204,13309,5.0,1384206,0.02568385750055313,254.16,1321.0,-2319.16357421875,0.011651969514787197,0.1953873485326767
-6547.3597303999995,52,528,697488,13409,5.0,1394774,0.06235232204198837,249.54,1321.0,-2345.92626953125,0.021147707477211952,2.0251474380493164
-6543.02050204,52,532,702772,13511,5.0,1405342,0.036762870848178864,252.49,1321.0,-2360.7568359375,0.01399186160415411,0.6698309183120728
-6528.23931313,52,536,708056,13613,5.0,1415910,0.03967490419745445,257.46,1321.0,-2369.79736328125,0.012435425072908401,0.46591490507125854
-6537.867129210001,52,540,713340,13714,5.0,1426478,0.025211483240127563,257.06,1321.0,-2342.804443359375,0.011248171329498291,0.13680364191532135
-6545.82862251,52,544,718624,13814,5.0,1437046,0.03011925518512726,256.12,1321.0,-2331.1279296875,0.011326098814606667,0.23337695002555847
-6555.1312560999995,52,548,723908,13915,5.0,1447614,0.023307476192712784,255.1,1321.0,-2335.079833984375,0.011315297335386276,0.15463146567344666
-6565.357583080002,52,552,729192,14015,5.0,1458182,0.02204098552465439,253.44,1321.0,-2322.186279296875,0.011199078522622585,0.14553000032901764
-6572.03364214,52,556,734476,14116,5.0,1468750,0.02903757616877556,252.94,1321.0,-2334.1708984375,0.011677349917590618,0.29406166076660156
-6553.08870174,52,560,739760,14219,5.0,1479318,0.03214093670248985,258.54,1321.0,-2330.061767578125,0.013143842108547688,0.6373637318611145
-6578.143996659998,52,564,745044,14321,5.0,1489886,0.0339779332280159,255.75,1321.0,-2325.78125,0.012556339614093304,0.395835280418396
-6595.2285020300005,52,568,750328,14422,5.0,1500454,0.028543423861265182,254.34,1321.0,-2339.8056640625,0.011570602655410767,0.345453143119812
-6604.465994510001,52,572,755612,14522,5.0,1511022,0.026066984981298447,253.05,1321.0,-2328.371826171875,0.011585448868572712,0.14723463356494904
-6601.27842048,52,576,760896,14623,5.0,1521590,0.03302927687764168,255.26,1321.0,-2351.57763671875,0.014001959934830666,0.6678380370140076
-6606.477627530001,52,580,766180,14724,5.0,1532158,0.02525339275598526,255.85,1321.0,-2337.94921875,0.011791513301432133,0.15224424004554749
-6608.880975879999,52,584,771464,14825,5.0,1542726,0.020296351984143257,256.78,1321.0,-2352.4404296875,0.011546935886144638,0.11962049454450607
-6609.482524579998,52,588,776748,14925,5.0,1553294,0.026443829759955406,258.77,1321.0,-2347.19970703125,0.011304914951324463,0.18497276306152344
-6609.9658692699995,52,592,782032,15026,5.0,1563862,0.02981743961572647,260.96,1321.0,-2358.146484375,0.013840685598552227,0.5517953038215637
-6624.3340520500005,52,596,787316,15125,5.0,1574430,0.02157648280262947,258.4,1321.0,-2340.2626953125,0.01149172242730856,0.11767976731061935
-6625.85680425,52,600,792600,15226,5.0,1584998,0.03337997570633888,258.23,1321.0,-2343.35107421875,0.013551222160458565,0.5584006309509277
-6627.634079840001,52,604,797884,15327,5.0,1595566,0.02690870501101017,257.8,1321.0,-2365.54833984375,0.01353390235453844,0.2958046495914459
-6634.05941079,52,608,803168,15428,5.0,1606134,0.023949742317199707,256.87,1321.0,-2345.518798828125,0.011489163152873516,0.13537275791168213
-6639.186385360001,52,612,808452,15528,5.0,1616702,0.023430291563272476,255.49,1321.0,-2335.0361328125,0.011448885314166546,0.09484405070543289
-6644.905635329998,52,616,813736,15628,5.0,1627270,0.02588627114892006,256.01,1321.0,-2355.11279296875,0.011657215654850006,0.18598856031894684
-6663.393338829998,52,620,819020,15729,5.0,1637838,0.02731207199394703,253.23,1321.0,-2358.200927734375,0.01248959731310606,0.25897014141082764
-6665.206410859998,52,624,824304,15829,5.0,1648406,0.026814352720975876,253.6,1321.0,-2357.547607421875,0.01405260618776083,0.5038543939590454
-6667.972365479999,52,628,829588,15930,5.0,1658974,0.024051813408732414,254.25,1321.0,-2363.60986328125,0.012209028005599976,0.16962158679962158
-6689.2275475900005,52,632,834872,16029,5.0,1669542,0.022018762305378914,249.54,1321.0,-2352.2666015625,0.011752449907362461,0.15369436144828796
-6713.635652410001,52,636,840156,16130,5.0,1680110,0.031980112195014954,244.89,1321.0,-2363.239501953125,0.017469581216573715,1.071954369544983
-6714.363175979998,52,640,845440,16231,5.0,1690678,0.02417990006506443,245.03,1321.0,-2358.30078125,0.012180988676846027,0.22229383885860443
-6713.086188379999,52,644,850724,16332,5.0,1701246,0.02559700980782509,247.23,1321.0,-2380.22705078125,0.013402864336967468,0.36330386996269226
-6724.894328679999,52,648,856008,16432,5.0,1711814,0.024324247613549232,244.54,1321.0,-2369.3779296875,0.012107796967029572,0.18015334010124207
-6713.623629490001,52,652,861292,16533,5.0,1722382,0.019895562902092934,246.71,1321.0,-2377.265625,0.012321372516453266,0.16584216058254242
-6724.550099030001,52,656,866576,16632,5.0,1732950,0.03720758855342865,245.13,1321.0,-2390.2021484375,0.01701134257018566,1.4737950563430786
-6755.6015969499995,52,660,871860,16732,5.0,1743518,0.024601228535175323,238.61,1321.0,-2378.79833984375,0.011706390418112278,0.10899583995342255
-6767.46254709,52,664,877144,16832,5.0,1754086,0.022160306572914124,235.12,1321.0,-2370.759033203125,0.012204919010400772,0.14855530858039856
-6772.148439609999,52,668,882428,16932,5.0,1764654,0.023927178233861923,233.55,1321.0,-2387.139892578125,0.013610119000077248,0.3165019750595093
-6774.2557143899985,52,672,887712,17032,5.0,1775222,0.02190258912742138,233.18,1321.0,-2375.840087890625,0.012430604547262192,0.23390676081180573
-6784.3335288,52,676,892996,17132,5.0,1785790,0.02564956434071064,231.46,1321.0,-2396.984375,0.015594325959682465,0.6233795881271362
-6789.357946739999,52,680,898280,17232,5.0,1796358,0.01840616762638092,230.23,1321.0,-2384.8984375,0.012414137832820415,0.15160152316093445
-6783.390889910001,52,684,903564,17333,5.0,1806926,0.21771638095378876,231.7,1321.0,-2458.48828125,0.023333583027124405,0.2319803088903427
-6778.827426240001,52,688,908848,17434,5.0,1817494,0.13005776703357697,229.54,1321.0,-2587.5732421875,0.023313069716095924,0.14834284782409668
-6788.40699413,52,692,914132,17534,5.0,1828062,0.06264051795005798,226.51,1321.0,-2568.767578125,0.017152369022369385,0.10679325461387634
-6766.6382565700005,52,696,919416,17634,5.0,1838630,0.33019325137138367,229.77,1321.0,-2665.275634765625,0.0291603971272707,1.0191365480422974
-6745.916574860001,52,700,924700,17735,5.0,1849198,0.10871143639087677,231.21,1321.0,-2609.814453125,0.01957269012928009,0.17590580880641937
-6734.0298155,52,704,929984,17836,5.0,1859766,0.1347566545009613,231.85,1321.0,-2592.946533203125,0.021574584767222404,0.2323175072669983
-6680.891610489997,52,708,935268,17938,5.0,1870334,0.16370350122451782,240.9,1321.0,-2623.93994140625,0.019336353987455368,0.24977627396583557
-6652.105882269999,52,712,940552,18038,5.0,1880902,0.26174312829971313,244.49,1321.0,-2628.619873046875,0.024790354073047638,0.3932877779006958
-6599.552319560001,52,716,945836,18141,5.0,1891470,0.3687753677368164,248.85,1321.0,-2707.044921875,0.025214916095137596,0.4260333180427551
-6580.577691640001,52,720,951120,18241,5.0,1902038,0.2340196967124939,249.01,1321.0,-2671.057373046875,0.022408023476600647,0.2786327600479126
-6539.268625810001,52,724,956404,18343,5.0,1912606,0.6361930966377258,254.25,1321.0,-2845.22412109375,0.034239981323480606,0.4556885361671448
-6537.265794510002,52,728,961688,18443,5.0,1923174,0.25327664613723755,253.87,1321.0,-2805.22412109375,0.02196511998772621,0.3048800528049469
-6531.371150229999,52,732,966972,18543,5.0,1933742,0.3158920109272003,255.32,1321.0,-2796.0888671875,0.02386178821325302,0.25011569261550903
-6518.343898810001,52,736,972256,18644,5.0,1944310,0.41920992732048035,256.5,1321.0,-2814.76318359375,0.025837307795882225,0.2788968086242676
-6489.395710340003,52,740,977540,18745,5.0,1954878,1.4814389944076538,259.21,1321.0,-3025.70849609375,0.04564770311117172,0.5956698060035706
-6458.75247951,52,744,982824,18846,5.0,1965446,1.0342442989349365,263.18,1321.0,-3113.093505859375,0.03277772292494774,0.4922482669353485
-6408.348458,52,748,988108,18948,5.0,1976014,2.2337071895599365,269.11,1321.0,-3470.548828125,0.05331744998693466,0.7820035815238953
-6337.3767068900015,52,752,993392,19050,5.0,1986582,3.8267862796783447,274.79,1321.0,-4005.7900390625,0.061404306441545486,1.2753163576126099
-6249.55325393,52,756,998676,19153,5.0,1997150,4.566420555114746,283.13,1321.0,-4570.26220703125,0.06725452840328217,1.6962502002716064
